"nid","title","SGA_ACERVO_VIDEO","Descritor","Descritor.1","Descritor.2","Descritor.3","Descritor.4","Descritor.5","Descritor.6","Descritor.7","Descritor.8","Descritor.9","Descritor.10","Descritor.11","Descritor.12","Descritor.13","Descritor.14","Descritor.15","Descritor.16","Descritor.17","Descritor.18","Descritor.19","Descritor.20","Descritor.21","Descritor.22"
"502","YÃKWA - O BANQUETE DOS ESPÍRITOS","1095","1155","1232","1257","1378","1649",,,,,,,,,,,,,,,,,,
"503","AMORES DE RUA","1096","1074","1165","1210","1248","1279","1356","1731",,,,,,,,,,,,,,,,
"504","E POR AÍ VOU FICANDO...","1097","1049","1050","1105","1559",,,,,,,,,,,,,,,,,,,
"505","BOCA DE LIXO","1098","1100","1154","1261","1386",,,,,,,,,,,,,,,,,,,
"506","FUNK RIO","1099","1047","1070","1154","1271","1351","1559","1651",,,,,,,,,,,,,,,,
"507","MARIA DA MARÉ","1100","1049","1097","1165","1204","1262","1331","1559",,,,,,,,,,,,,,,,
"508","VELHOS NA PROPAGANDA, OS","1101","1153","1208","1270","1279",,,,,,,,,,,,,,,,,,,
"509","QUILOMBOS URBANOS","1102","1065","1147","1178","1179","1279","1331",,,,,,,,,,,,,,,,,
"510","EM BUSCA DO PEQUENO PARAÍSO","1103","1123","1270","1279","1316","1504","1600",,,,,,,,,,,,,,,,,
"511","CRIATURAS QUE NASCIAM EM SEGREDO","1104","1055","1071","1261","1279",,,,,,,,,,,,,,,,,,,
"512","GETÚLIO VARGAS","1105","1076","1176","1186","1203","1279","1369","1566",,,,,,,,,,,,,,,,
"513","QUILOMBO","1106","1085","1113","1178","1206","1279","1353","1406",,,,,,,,,,,,,,,,
"514","JANE MORAITA (NOSSAS FESTAS)","1107","1070","1116","1155","1230","1293","1447",,,,,,,,,,,,,,,,,
"515","TAKING AIM","1108","1036","1116","1381","1491","1629",,,,,,,,,,,,,,,,,,
"516","CUBATÃO MEU AMOR","1109","1049","1143","1633","1667",,,,,,,,,,,,,,,,,,,
"517","DIVINA FESTA DO POVO, A","1110","1070","1212","1392","1635","1667",,,,,,,,,,,,,,,,,,
"518","ÁRVORE DOS NOSSOS ANTEPASSADOS, A","1111","1108","1306","1506",,,,,,,,,,,,,,,,,,,,
"519","TEMPOS DE PODER, OS","1112","1116","1190","1214","1276","1446","1468",,,,,,,,,,,,,,,,,
"520","REFLEXO DA VIDA, O","1113","1270","1316","1504",,,,,,,,,,,,,,,,,,,,
"521","CONTOS E CONTAS DA CORTE","1114","1097","1231","1276","1446",,,,,,,,,,,,,,,,,,,
"522","TÃO MONÓTONO, TÃO CALMO","1115","1124","1209","1316","1504",,,,,,,,,,,,,,,,,,,
"523","QUANDO O CRIOULO DANÇA","1116","1178","1279","1351",,,,,,,,,,,,,,,,,,,,
"524","TIDJANE: AS VIAS DE ALLAH","1117","1214","1446",,,,,,,,,,,,,,,,,,,,,
"525","MENINOS EU VI?","1118","1047","1279","1337",,,,,,,,,,,,,,,,,,,,
"526","ANTÔNIO DE TODOS OS SANTOS","1119","1218","1219","1295","1386",,,,,,,,,,,,,,,,,,,
"527","SOMOS APENAS CORPOS","1120","1055","1155","1294","1473",,,,,,,,,,,,,,,,,,,
"528","MULHERES DA AREIA","1121","1165","1253","1257","1261",,,,,,,,,,,,,,,,,,,
"529","MIRANDELA KIRIRI","1122","1116","1279","1474",,,,,,,,,,,,,,,,,,,,
"530","MARGARET MEAD: PERFIL DE UMA AMIGA","1123","1006","1286","1475",,,,,,,,,,,,,,,,,,,,
"531","MOVIMENTOS","1124","1116","1170","1286",,,,,,,,,,,,,,,,,,,,
"532","BLUES","1125","1286","1339","1351",,,,,,,,,,,,,,,,,,,,
"533","PEDREIROS, PINTORES E SERVENTES","1126","1264","1279",,,,,,,,,,,,,,,,,,,,,
"534","PLACA NÃO FALA","1127","1043","1447","1402",,,,,,,,,,,,,,,,,,,,
"535","SÃO PAULO - SINFONIA E CACOFONIA","1128","1036","1049",,,,,,,,,,,,,,,,,,,,,
"536","CIDADE E O CORPO, A","1129","1049","1279",,,,,,,,,,,,,,,,,,,,,
"537","WHOLES","1130","1049","1393",,,,,,,,,,,,,,,,,,,,,
"538","REINO DOS PARESI, O","1131","1043","1133","1279","1378","1494",,,,,,,,,,,,,,,,,,
"539","SAUDADE EM FESTA, A","1132","1098","1147","1388","1495",,,,,,,,,,,,,,,,,,,
"540","HABITANTES DA RUA","1133","1154","1337","1388",,,,,,,,,,,,,,,,,,,,
"541","AMERÍNDIA","1134","1092","1222","1344",,,,,,,,,,,,,,,,,,,,
"542","INOCÊNCIA, A","1135","1054","1113","1190","1203","1279","1399","1496",,,,,,,,,,,,,,,,
"543","ESPERANÇA, A","1137","1054","1113","1203","1279","1399","1496","1497","1667",,,,,,,,,,,,,,,
"544","YNDIO DO BRASIL","1139","1036","1279","1351","1402",,,,,,,,,,,,,,,,,,,
"545","NÓS QUE NOS AMÁVAMOS TANTO","1140","1038","1342","1504","1618",,,,,,,,,,,,,,,,,,,
"546","MUITO BARULHO POR NADA","1141","1038","1289","1504",,,,,,,,,,,,,,,,,,,,
"547","COMO ÁGUA PARA CHOCOLATE","1142","1038","1486",,,,,,,,,,,,,,,,,,,,,
"548","EVOLUÇÃO","1143","1007","1286",,,,,,,,,,,,,,,,,,,,,
"549","ERA DOS DINOSSAUROS, NA","1144","1005","1503",,,,,,,,,,,,,,,,,,,,,
"550","ANJO AZUL, O","1145","1038","1278",,,,,,,,,,,,,,,,,,,,,
"551","SANGUE DE HERÓI","1146","1038","1286",,,,,,,,,,,,,,,,,,,,,
"552","M., O VAMPIRO DE DÜSSELDORF","1147","1038","1177","1278",,,,,,,,,,,,,,,,,,,,
"553","PÉRFIDA","1148","1038","1121","1286",,,,,,,,,,,,,,,,,,,,
"554","EXPANSÃO OTOMANA, A","1149","1066","1114","1504",,,,,,,,,,,,,,,,,,,,
"555","ÁFRICA ANTES DA COLONIZAÇÃO EUROPÉIA","1150","1114","1276",,,,,,,,,,,,,,,,,,,,,
"556","HISTÓRIA GERAL DA ARTE","1151","1316","1336","1504",,,,,,,,,,,,,,,,,,,,
"557","COMO FOTOGRAFAR COM GLAMOUR - PARTE 2","1152","1105","1286",,,,,,,,,,,,,,,,,,,,,
"558","TERRA DO MAR","1153","1155","1220","1257","1383",,,,,,,,,,,,,,,,,,,
"559","HOMEM QUE VIROU SUCO, O","1154","1038","1164","1264","1351","1393",,,,,,,,,,,,,,,,,,
"560","KINOTREM SÃO PAULO","1155","1049","1050","1363","1393","1667",,,,,,,,,,,,,,,,,,
"561","LENI RIEFENSTHAL, A DEUSA IMPERFEITA","1157","1036","1177","1191","1278",,,,,,,,,,,,,,,,,,,
"562","MULHER INVISÍVEL  - PROG.1","1158","1124","1159","1165","1166","1279","1356","1731",,,,,,,,,,,,,,,,
"563","MULHER INVISÍVEL  - PROG.2","1159","1165","1212","1279",,,,,,,,,,,,,,,,,,,,
"564","MULHER INVISÍVEL  - PROG.3","1160","1248","1279","1541",,,,,,,,,,,,,,,,,,,,
"565","MULHER INVISÍVEL  - PROG.5","1162","1097","1165","1231","1279",,,,,,,,,,,,,,,,,,,
"566","PESSOAS E CHOCOLATE","1163","1057","1279","1253","1263",,,,,,,,,,,,,,,,,,,
"567","MUSICA CHOPI","1164","1172","1506",,,,,,,,,,,,,,,,,,,,,
"568","ANTOLOGIA JVC/SMITHSONIAN DE VIDEOS FOLCLÓRICOS DA MUSICA E DANÇA DA AFRICA","1167","1170","1318","1462","1508","1509",,,,,,,,,,,,,,,,,,
"569","ANTOLOGIA JVC/SMITHSONIAN DE VIDEOS FOLCLÓRICOS DA MUSICA E DANÇA DA AFRICA","1168","1170","1312","1510","1511",,,,,,,,,,,,,,,,,,,
"570","PAISAGENS URBANAS","1170","1049","1147","1279","1505",,,,,,,,,,,,,,,,,,,
"571","SOPA DE AWARA, A","1171","1008","1116","1290","1667",,,,,,,,,,,,,,,,,,,
"572","CONSTRUÇÃO DO TEXTO E DO CONTEXTO, A","1425","1025","1049","1116","1393",,,,,,,,,,,,,,,,,,,
"573","EU, UM NEGRO","1175","1047","1178",,,,,,,,,,,,,,,,,,,,,
"574","CAÇA AO LEÃO COM ARCO, A","1176","1254","1276","1446",,,,,,,,,,,,,,,,,,,,
"575","PAÍS DOS SURDOS, O","1177","1071","1316","1504","1514","1515",,,,,,,,,,,,,,,,,,
"576","HOMEM DA CÂMERA, O","1178","1036","1299","1361",,,,,,,,,,,,,,,,,,,,
"577","CAMINHO SAGRADO ATRAVÉS DA TERRA SAGRADA","1179","1118","1206","1307","1328","1634",,,,,,,,,,,,,,,,,,
"578","MISSÃO DE PESQUISAS FOLCLÓRICAS, A","1180","1098","1279","1516",,,,,,,,,,,,,,,,,,,,
"579","DOIS MUNDOS, A PAIXÃO PELO MUNDO CARIOCA","1181","1026","1331","1386",,,,,,,,,,,,,,,,,,,,
"580","SEBASTIÃO SALGADO, A VIDA DOS OPERÁRIOS","1182","1105","1279","1361",,,,,,,,,,,,,,,,,,,,
"581","FOLIAR, ANDANDO EM FOLIAS NUM CARNAVAL DA BAHIA","1424",,,,,,,,,,,,,,,,,,,,,,,
"582","FENDAS NAS MÁSCARAS","1185","1169","1328","1520",,,,,,,,,,,,,,,,,,,,
"583","PAIXÃO E GUERRA NO SERTÃO DE CANUDOS","1186","1109","1212","1295","1302","1384",,,,,,,,,,,,,,,,,,
"584","BARBARA E SEUS AMIGOS DO CAMDOMBLÉ","1188","1060","1361","1393","1442","1667",,,,,,,,,,,,,,,,,,
"585","AO REDOR DO BRASIL","1189","1184","1199","1285","1522",,,,,,,,,,,,,,,,,,,
"586","GERALDO FILME","1190","1175","1393",,,,,,,,,,,,,,,,,,,,,
"587","CORPO E OS ESPÍRITOS, O","1191","1240","1272","1402","1452",,,,,,,,,,,,,,,,,,,
"588","HEINZ FORTHMANN","1192","1036","1113","1147","1402",,,,,,,,,,,,,,,,,,,
"589","JAGUAR","1194","1162","1276","1306","1310",,,,,,,,,,,,,,,,,,,
"590","FIO DA MEMÓRIA, O","1195","1116","1170","1178","1212","1353","1386",,,,,,,,,,,,,,,,,
"591","CREDE-MI","1196","1038","1302","1667",,,,,,,,,,,,,,,,,,,,
"592","MORAYNGAVA, O DESENHO DAS COISAS","1197","1272","1361","1381","1557",,,,,,,,,,,,,,,,,,,
"593","POVO DO  CANTO MAXAKALI, O","1198","1092","1116","1380","1558",,,,,,,,,,,,,,,,,,,
"594","FARRA DO BOI","1199","1098","1391","1516",,,,,,,,,,,,,,,,,,,,
"595","CUIKÚRU","1201","1039","1402","1453",,,,,,,,,,,,,,,,,,,,
"596","SEGREDOS DA MATA","1203","1038","1155","1293","1447","1402",,,,,,,,,,,,,,,,,,
"597","BEIJOQUEIRO - RETRATO DE UM SERIAL KISSER","1204","1279","1530",,,,,,,,,,,,,,,,,,,,,
"598","MOÇAS, AS","1205","1047","1116","1153","1506",,,,,,,,,,,,,,,,,,,
"599","TCHUMA TCHATO","1206","1144","1254","1506",,,,,,,,,,,,,,,,,,,,
"600","GUERRA DA ÁGUA, A","1207","1100","1108","1144","1506",,,,,,,,,,,,,,,,,,,
"601","DANÇAS RITUAIS DO CANDOMBLÉ","1208","1070","1170","1171","1279","1442",,,,,,,,,,,,,,,,,,
"602","PIONEIROS DA SAÚDE - A EUROPA CURVOU-SE ANTE AO BRASIL","1209","1157","1279","1502",,,,,,,,,,,,,,,,,,,,
"603","CAMPONESES DOS ANDES","1210","1090","1119","1271","1284","1343","1344","1449","1504","1600",,,,,,,,,,,,,,
"604","SILÊNCIOS DO PALÁCIO, OS","1211","1038","1214","1276","1320",,,,,,,,,,,,,,,,,,,
"605","MEMÓRIAS DO MUNDO","1212","1049","1147","1396",,,,,,,,,,,,,,,,,,,,
"606","BIOGRAFIA DE UMA MINA","1213","1261","1495","1504","1591",,,,,,,,,,,,,,,,,,,
"607","VIAGENS IMAGINÁRIAS DE GEORGES MÉLIÈS, AS- VOL. 1","1214","1036","1038",,,,,,,,,,,,,,,,,,,,,
"608","ESTUDANTE DE PRAGA, O","1215","1036","1038","1504","1602",,,,,,,,,,,,,,,,,,,
"609","GOLEM, O HOMEM DE BARRO","1216","1038","1155","1278",,,,,,,,,,,,,,,,,,,,
"610","VAMPIRO, O","1217","1038","1278",,,,,,,,,,,,,,,,,,,,,
"611","HÄXAN - A FEITIÇARIA ATRAVÉS DOS TEMPOS","1218","1038","1371","1504","1605","1606",,,,,,,,,,,,,,,,,,
"612","LINA BO BARDI","1219","1025","1066","1393","1505","1559","1607","1608",,,,,,,,,,,,,,,,
"613","ENIGMA DE UM DIA","1220","1026","1038","1393",,,,,,,,,,,,,,,,,,,,
"614","PIERRE FATUMBI VERGER, MENSAGEIRO ENTRE DOIS MUNDOS","1221","1006","1105","1219","1276","1279","1446","1504","1609","1667",,,,,,,,,,,,,,
"615","CONFIDÊNCIAS DO RIO DAS MORTES","1222","1147","1263","1380",,,,,,,,,,,,,,,,,,,,
"616","MAPAS URBANOS - SÃO PAULO","1223","1049","1116","1170","1393","1505",,,,,,,,,,,,,,,,,,
"617","MAPAS URBANOS - RIO DE JANEIRO","1224","1049","1116","1170","1505","1559",,,,,,,,,,,,,,,,,,
"618","MAPAS URBANOS - SALVADOR","1225","1116","1170","1505","1607",,,,,,,,,,,,,,,,,,,
"619","TRÊS CHAPADAS E UM BALÃO: CHAPADA DE DIAMANTINA","1226","1133","1295",,,,,,,,,,,,,,,,,,,,,
"620","TRÊS CHAPADAS E UM BALÃO: CHAPADA DOS GUIMARÃES","1227","1133","1378",,,,,,,,,,,,,,,,,,,,,
"621","TRÊS CHAPADAS E UM BALÃO: CHAPADA DOS VEADEIROS","1228","1133","1345",,,,,,,,,,,,,,,,,,,,,
"622","CINEMAMBEMBE","1229","1036","1279","1306",,,,,,,,,,,,,,,,,,,,
"623","HISTÓRIAS DE AVÁ - O POVO INVISÍVEL","1230","1057","1378","1653",,,,,,,,,,,,,,,,,,,,
"624","PROJETO TUCUM","1231","1079","1380","1402",,,,,,,,,,,,,,,,,,,,
"625","IMPRESSÕES PARA CLARA","1232","1004","1038","1279",,,,,,,,,,,,,,,,,,,,
"626","DIÁRIOS DE HARLEM","1233","1036","1047","1351","1613",,,,,,,,,,,,,,,,,,,
"627","WAYANA, ENTRE DOIS RIOS","1234","1091","1137","1193","1290","1500","1667",,,,,,,,,,,,,,,,,
"628","CRONICA DOS DIAS DIFÍCEIS","1235","1116","1232","1616",,,,,,,,,,,,,,,,,,,,
"629","GUERRA DE PACIFICAÇÃO NA AMAZÔNIA, A","1236","1092","1271","1426",,,,,,,,,,,,,,,,,,,,
"630","EMERGÊNCIAS","1237","1316","1504","1617",,,,,,,,,,,,,,,,,,,,
"631","SOLARIS","1238","1038","1299",,,,,,,,,,,,,,,,,,,,,
"632","MEMÓRIAS DE IMIGRANTES - A HERANÇA MAGREBIANA","1239","1116","1162","1276","1316","1504","1622",,,,,,,,,,,,,,,,,
"633","OBRAS PREMATURAS","1240","1041","1278",,,,,,,,,,,,,,,,,,,,,
"634","HISTÓRIA(S) DO CINEMA - TODAS AS HISTÓRIAS E UMA HISTÓRIA ÚNICA - 1","1241","1036","1037","1038","1112",,,,,,,,,,,,,,,,,,,
"635","HISTÓRIA(S) DO CINEMA - TODAS AS HISTÓRIAS E UMA HISTÓRIA ÚNICA - 2","1242","1036","1105","1349",,,,,,,,,,,,,,,,,,,,
"636","HISTÓRIA (S) DO CINEMA - TODAS AS HISTÓRIAS E UMA HISTÓRIA ÚNICA - 3","1243","1036","1286","1289","1299","1316","1504","1618","1619",,,,,,,,,,,,,,,
"637","HISTÓRIA(S) DO CINEMA - TODAS AS HISTÓRIAS E UMA HISTÓRIA ÚNICA -  4","1244","1036","1112",,,,,,,,,,,,,,,,,,,,,
"638","MEMÓRIA DE ELEFANTE, UMA","1245","1026","1029","1169","1620",,,,,,,,,,,,,,,,,,,
"639","IRACEMA, UMA TRANSAMAZÔNICA","1246","1038","1053","1279","1285","1522",,,,,,,,,,,,,,,,,,
"640","MORTE AO VIVO","1247","1036","1038","1271","1286",,,,,,,,,,,,,,,,,,,
"641","FARGO","1248","1036","1038","1271","1286",,,,,,,,,,,,,,,,,,,
"642","CÃES DE ALUGUEL","1249","1036","1038","1271","1286",,,,,,,,,,,,,,,,,,,
"643","ASSASSINOS POR NATUREZA","1250","1036","1038","1271","1286","1359",,,,,,,,,,,,,,,,,,
"644","AMOR À QUEIMA ROUPA","1251","1036","1038","1271","1286",,,,,,,,,,,,,,,,,,,
"645","TEMPO DE VIOLÊNCIA","1252","1036","1271","1286",,,,,,,,,,,,,,,,,,,,
"646","ESTRADA PERDIDA, A","1253","1038","1286",,,,,,,,,,,,,,,,,,,,,
"647","SETE CRIMES CAPITAIS, OS","1254","1036","1038","1271","1286",,,,,,,,,,,,,,,,,,,
"648","MULHERES DIABÓLICAS","1255","1038","1261","1271","1286","1666",,,,,,,,,,,,,,,,,,
"649","TEKO ARANDU, VIVER GUARANI","1256","1170","1386","1392","1621",,,,,,,,,,,,,,,,,,,
"650","CASA E A FLORESTA, A","1257","1057","1133","1137","1279","1285","1416","1667",,,,,,,,,,,,,,,,
"651","SÃO PAULO DE JUÓ BANANÉRE","1258","1050","1149","1162","1393",,,,,,,,,,,,,,,,,,,
"652","IMAGEM - VIOLÊNCIA  CINCO MONTAGENS","1259","1036","1271","1286",,,,,,,,,,,,,,,,,,,,
"653","ÓDIO, O","1260","1047","1177","1271","1291","1353","1504",,,,,,,,,,,,,,,,,
"654","COMO NASCEM OS ANJOS","1261","1060","1154","1273","1559",,,,,,,,,,,,,,,,,,,
"655","FILMES DE MAJOR THOMAZ REIS","1262","1053","1199","1285","1409","1452",,,,,,,,,,,,,,,,,,
"656","CIVILIZANDO O CABOCLO","1373","1170","1178","1218","1219","1445","1667",,,,,,,,,,,,,,,,,
"657","HIA SÁ SÁ HAI YAH!","1264","1116","1162","1301","1393",,,,,,,,,,,,,,,,,,,
"658","UNIVERSIDADE EM CRISE","1265","1393","1562","1623",,,,,,,,,,,,,,,,,,,,
"659","QUINZE FILHOS","1266","1076","1097","1204","1393","1521",,,,,,,,,,,,,,,,,,
"660","SÃO PAULO, O RAP DA SATURAÇÃO","1267","1047","1049","1154","1170","1206","1393",,,,,,,,,,,,,,,,,
"661","MEMÓRIAS DO ORENOCO","1268","1057","1480",,,,,,,,,,,,,,,,,,,,,
"662","ATLÂNTICO NEGRO, NA ROTA DOS ORIXÁS","1269","1065","1219","1276","1295","1377","1609","1667",,,,,,,,,,,,,,,,
"663","RIO DAS AMAZONAS, NO","1270","1133","1294","1381",,,,,,,,,,,,,,,,,,,,
"664","ANDRËI ROUBLEV","1271","1026","1038","1299",,,,,,,,,,,,,,,,,,,,
"665","NOSTALGIA","1272","1038","1147","1299","1504","1618",,,,,,,,,,,,,,,,,,
"666","TSA'AMARI - DE ALGUÉM QUE PARTIU PARA SER ÍNDIO","1273","1223","1378","1425",,,,,,,,,,,,,,,,,,,,
"667","HEPARI IDUB'RADA - OBRIGADO IRMÃO","1274","1036","1359","1378","1425",,,,,,,,,,,,,,,,,,,
"668","WAPTÉ  MNHÕNÕ - INICIAÇÃO DO JOVEM XAVANTE","1275","1232","1378","1425",,,,,,,,,,,,,,,,,,,,
"669","TEM QUE SER CURIOSO","1276","1036","1359","1378",,,,,,,,,,,,,,,,,,,,
"670","LEMBRANÇAS FUTURAS","1277","1105","1116","1276","1310",,,,,,,,,,,,,,,,,,,
"671","MAMA WATA - EM BUSCA DOS ESPÍRITOS DAS ÁGUAS NA NIGÉRIA","1278","1212","1232","1624",,,,,,,,,,,,,,,,,,,,
"672","VIAGEM DO LEÃO, A","1279","1116","1276","1306","1504","1625",,,,,,,,,,,,,,,,,,
"673","LIBERDADE É AZUL, A","1280","1038","1316",,,,,,,,,,,,,,,,,,,,,
"674","METAIS SEM FRONTEIRA","1281","1174","1504","1538","1542","1600",,,,,,,,,,,,,,,,,,
"675","TEMPO DAS CHUVAS, NO","1283","1057","321","1417","1402",,,,,,,,,,,,,,,,,,,
"676","COMO ERA GOSTOSO MEU FRANCÊS","1284","1053","1091","1108","1402",,,,,,,,,,,,,,,,,,,
"677","NELSON PEREIRA DOS SANTOS - PROGRAMA RODA VIVA","1285","1036","1279",,,,,,,,,,,,,,,,,,,,,
"678","CAPITALISMO SELVAGEM","1286","1038","1048","1279","1347",,,,,,,,,,,,,,,,,,,
"679","LENDA DE UBIRAJARA, A","1287","1038","1402",,,,,,,,,,,,,,,,,,,,,
"680","UIRÁ","1288","1038","1092","1377","1402",,,,,,,,,,,,,,,,,,,
"681","DESCOBRIMENTO DO BRASIL","1289","1038","1053","1279",,,,,,,,,,,,,,,,,,,,
"682","CONTATOS - HENRI CARTIER BRESSON,WILLIAN KLEIN,JOSEF KOUDELKA, RAYMOND DEPA","1290","1105","1147","1504",,,,,,,,,,,,,,,,,,,,
"683","CONTATOS - ROBERT DOISNEAU,ELLIOT ERWITT, EDOUARD BOUBAT, MARC RIBOUD","1291","1105","1147","1504",,,,,,,,,,,,,,,,,,,,
"684","CONTATOS - DON MACCULLIN, HELMUT NEWTON, DUANE MICHALS, SARAH MOON","1292","1105","1147","1504",,,,,,,,,,,,,,,,,,,,
"685","CONTATOS - SOPHIE CALLE, THOMAS RUFF, NAN GOLDIN, LEWIS BALTZ","1293","1105","1147","1504",,,,,,,,,,,,,,,,,,,,
"686","SONHO POLYANA - ACOMPANHAMENTO DA DEMARCAÇÃO, VIGILÂNCIA E PRESERVAÇÃO DE C","1294","1043","1198","1285","321","1627",,,,,,,,,,,,,,,,,,
"687","QUILOMBOLAS","1295","1116","1179","1279",,,,,,,,,,,,,,,,,,,,
"688","PROJETO DE EDUCAÇÃO AMBIENTAL PONTAL VERDE","1296","1279","1437",,,,,,,,,,,,,,,,,,,,,
"689","COMPLÔ PELA CIDADANIA - A REFORMA AGRÁRIA NO PONTAL DE PARANAPANEMA","1297","1046","1392","1049","1006",,,,,,,,,,,,,,,,,,,
"690","EXPOSIÇÃO ITINERANTE 'VIVER A VIDA XAVANTE'","1298","1079","1393","1425",,,,,,,,,,,,,,,,,,,,
"691","ANDES NO CAMINHO CERTO","1299","1279","1628",,,,,,,,,,,,,,,,,,,,,
"692","NAWA HUNI","1300","1036","1554","1555",,,,,,,,,,,,,,,,,,,,
"693","A'UWÊ UPTABI - O POVO VERDADEIRO","1301","1116","1230","1378","1425",,,,,,,,,,,,,,,,,,,
"694","AO SUL DA PAISAGEM- A PAISAGEM E O SAGRADO","1302","1116","1133","1155","1621",,,,,,,,,,,,,,,,,,,
"695","KARAJÁS","1303","1091","1116","1230","1409",,,,,,,,,,,,,,,,,,,
"696","FAWCETT - O ENIGMA DE UM EXPLORADOR","1304","1279","1285","1306",,,,,,,,,,,,,,,,,,,,
"697","VOZES DA POLÍTICA INDIGENISTA NO BRASIL","1305",,,,,,,,,,,,,,,,,,,,,,,
"698","ASSEMBLÉIA TICUNA, UMA","1306",,,,,,,,,,,,,,,,,,,,,,,
"699","DAMÃ ROWAIHU'UDZÉ - PRA TODO MUNDO FICAR SABENDO","1307","1079","1116","1147","1279","1425","1667",,,,,,,,,,,,,,,,,
"700","TRILHA DOS URU-EU-WAU-WAU, NA","1308","1092","1133","1432",,,,,,,,,,,,,,,,,,,,
"701","TEMPO BRAVO - GUERRA DE CANUDOS RELEMBRADA","1309","1108","1113","1212","1295",,,,,,,,,,,,,,,,,,,
"702","PASTEUR, CEM ANOS DEPOIS","1310","1239","1240","1279","1629",,,,,,,,,,,,,,,,,,,
"703","SIMIÃO MARTINIANO, O CAMELÔ DO CINEMA","1311","1036","1384",,,,,,,,,,,,,,,,,,,,,
"704","CRÔNICAS DE UM VERÃO","1312","1047","1075","1291","1504",,,,,,,,,,,,,,,,,,,
"705","IMAGENS DA ANTROPOLOGIA","1313","1116","1279","1359","1630",,,,,,,,,,,,,,,,,,,
"706","LISA - LAB. DE IMAGEM E SOM EM ANTROPOLOGIA","1314","1036","1079","1392","1630","1667",,,,,,,,,,,,,,,,,,
"707","MATIÇÃO: UMA COMUNIDADE ILUMINADA","1315","1098","1170","1179","1380",,,,,,,,,,,,,,,,,,,
"708","ÁREA DE LINGÜÍSTICA - MUSEU PARAENSE EMILIO GOELDI","1318","1362","1381","1402",,,,,,,,,,,,,,,,,,,,
"709","ÑANDE REKO ARANDU - MEMÓRIA VIVA GUARANI","1321","1170","1392","1621",,,,,,,,,,,,,,,,,,,,
"710","VIAGEM DE IDA E VOLTA","1322","1047","1116","1162","1279","1504","1600","1631",,,,,,,,,,,,,,,,
"711","MELHORANDO RUMOS","1323","1092","1133","1553",,,,,,,,,,,,,,,,,,,,
"712","ENIGMA VERDE DE ALTAMIRA,O","1324","1092","1133","1142","1285","1378","1381","1491",,,,,,,,,,,,,,,,
"713","DIÁRIO DA AMAZÔNIA","1325","1091","1133","1285","1402",,,,,,,,,,,,,,,,,,,
"714","JEAN ROUCH: SUBVERTENDO FRONTEIRAS","1326","1006","1036","1276","1291","1361","1393","1504",,,,,,,,,,,,,,,,
"715","POVO BRASILEIRO, O - MATRIZ TUPI, LUSA E  AFRO - ENCONTROS E DESENCONTROS","1327","1116","1279","1520",,,,,,,,,,,,,,,,,,,,
"716","POVO BRASILEIRO, O - MATRIZ CRIOULO-SERTANEJO-CAIPIRA-SULINOS-CABOCLO","1328","1116","1279","1520",,,,,,,,,,,,,,,,,,,,
"717","FILMES DO GRANADA CENTRE - 1991-1995","1329","1006","1037","1289","1504",,,,,,,,,,,,,,,,,,,
"718","CAMINHO DA EXPEDIÇÃO DE LANGSDORFF, NO","1330","1028","1306","1368",,,,,,,,,,,,,,,,,,,,
"719","CIDADE E SUAS RUÍNAS, A","1","1025","1049","1097","1110","1147","1396",,,,,,,,,,,,,,,,,
"720","SABERES MUSICAIS EM UMA BATERIA DE ESCOLA DE SAMBA","63","1171","1175","1396",,,,,,,,,,,,,,,,,,,,
"721","TEMPO DE DESCOBERTAS","2","1170","1396",,,,,,,,,,,,,,,,,,,,,
"722","HERANÇA DOS ""TRONCO VELHO"", A","3","1043","1044","1091","1112","1147","1194","1388",,,,,,,,,,,,,,,,
"723","ILHA ASSOMBRADA - REALIDADE OU ILUSÕES, A","4","1079","1155","1218","1220","1250","1388","1667",,,,,,,,,,,,,,,,
"724","FORMAÇÃO E ATUAÇÃO DE MÚSICOS DAS RUAS DE PORTO ALEGRE","5","1049","1170","1262","1396",,,,,,,,,,,,,,,,,,,
"725","ACADEMIA SAI NA AVENIDA, A","6","1079","1095","1101","1175","1396",,,,,,,,,,,,,,,,,,
"726","CIDADE SITIADA","7","1049","1097","1124","1273","1396",,,,,,,,,,,,,,,,,,
"727","APESAR DE TUDO, FÉRIAS","8","1097","1116","1162","1276","1281","1316","1353","1504",,,,,,,,,,,,,,,
"728","LINGUISTAS EM CONTATO","9","1125","1291","1504",,,,,,,,,,,,,,,,,,,,
"729","NUKAK MAKU, OS ULTIMOS NÔMADES VERDES","10","1092","1283","1285","1575",,,,,,,,,,,,,,,,,,,
"730","SOZINHA COM A GUERRA","11","1109","1116","1271","1297",,,,,,,,,,,,,,,,,,,
"731","OLHOS AZUIS","15","1079","1178","1286","1353",,,,,,,,,,,,,,,,,,,
"732","HIROSHIMA MEU AMOR","14","1038","1074","1108","1147","1301","1342",,,,,,,,,,,,,,,,,
"733","DONGBA","16","1067","1212","1282","1549","1612",,,,,,,,,,,,,,,,,,
"734","MAOS E CEREBROS NEGROS","17","1085","1178","1261","1295","1386",,,,,,,,,,,,,,,,,,
"735","ÚLTIMO DOCUMENTÁRIO, O. OBSERVAÇÕES SOBRE AS IMAGENS","12","1037","1278","1286","1289","1299","1316","1359","1397","1504",,,,,,,,,,,,,,
