"nid","title","SGA_ACERVO_VIDEO","Descritor","Descritor.1","Descritor.2","Descritor.3","Descritor.4","Descritor.5","Descritor.6","Descritor.7","Descritor.8","Descritor.9","Descritor.10","Descritor.11","Descritor.12","Descritor.13","Descritor.14","Descritor.15","Descritor.16","Descritor.17","Descritor.18","Descritor.19","Descritor.20","Descritor.21","Descritor.22"
"951","ERASMOS - 1534","1399","1085","1367","1657",,,,,,,,,,,,,,,,,,,,
"952","NO MEIO DO CAMINHO","1400","1049","1071","1074","1393",,,,,,,,,,,,,,,,,,,
"953","EVITA - A TUMBA SEM PAZ","1401","1114","1159","1165","1191","1540",,,,,,,,,,,,,,,,,,
"954","LETRA E O MURO, A","1392","1047","1049","1361","1393",,,,,,,,,,,,,,,,,,,
"955","CIEP - COMUNIDADE ESCOLAR PÚBLICA","1402","1079","1559","1658",,,,,,,,,,,,,,,,,,,,
"956","BRASIL: ALÉM DO CIDADÃO KANE","1403","1076","1153","1191","1279","1515","1566",,,,,,,,,,,,,,,,,
"957","AUTÊNTICO SON JAROCHO","1422","1098","1486","1663",,,,,,,,,,,,,,,,,,,,
"958","SEU NENÊ","1405","1101","1175","1393",,,,,,,,,,,,,,,,,,,,
"959","JOÃO PACÍFICO - O CAIPIRA DE SÃO PAULO","1406","1170","1393","1664",,,,,,,,,,,,,,,,,,,,
"960","FEITICEIROS DA PALAVRA - O JONGO DO TAMANDARÉ","1407","1065","1070","1085","1170","1178","1230","1392",,,,,,,,,,,,,,,,
"961","URUCUIA -  UM NOSSO VÃO E RIQUEZAS","1408","1065","1070","1103","1380",,,,,,,,,,,,,,,,,,,
"962","SOM DA RUA","1409","1049","1170","1261","1302","1382","1384","1505",,,,,,,,,,,,,,,,
"963","TONS DE ARGILA","1410","1172","1382",,,,,,,,,,,,,,,,,,,,,
"964","SE TU FORES","1411","1175","1559",,,,,,,,,,,,,,,,,,,,,
"965","MAPAS  URBANOS II - RECIFE DOS POETAS E COMPOSITORES","1412","1047","1170","1513","1650",,,,,,,,,,,,,,,,,,,
"966","SAMBA HOP SÃO PAULO","1413","1047","1049","1175","1393","1650",,,,,,,,,,,,,,,,,,
"967","FOLIA DE REIS","1423","1103","1220","1338","1386",,,,,,,,,,,,,,,,,,,
"968","CINEMA & ANTROPOLOGIA -11: A PALAVRA QUE ME LEVA ALÉM.ESTÓRIAS DO HIP HOP CARIOCA","1415","1047","1049","1206","1559","1650","1661",,,,,,,,,,,,,,,,,
"969","POESIA PARA OS URUBUS","1416","1047","1049","1172","1206","1393",,,,,,,,,,,,,,,,,,
"970","OUTROS OLHOS","1417","1047","1070","1559","1651",,,,,,,,,,,,,,,,,,,
"971","DE MINAS, MUNDO","1418","1170","1380","1667","1668",,,,,,,,,,,,,,,,,,,
"972","SABOR A MÍ","1419","1070","1279","1486","1540","1544","1659","1660",,,,,,,,,,,,,,,,
"973","VINTEDEZ","1420","1047","1049","1393","1650","1661",,,,,,,,,,,,,,,,,,
"974","RAÍZES","1421","1085","1098","1170","1178","1662",,,,,,,,,,,,,,,,,,
"975","ÚLTIMO CIGARRO, O","1426","1106","1208","1239","1286",,,,,,,,,,,,,,,,,,,
"976","UMDOLASI","1427","1057","1060","1669",,,,,,,,,,,,,,,,,,,,
"977","CALANGOS DO BOIAÇU, OS","1428","1133","1285","1390",,,,,,,,,,,,,,,,,,,,
"978","CARMEN MIRANDA, BANANA IS MY BUSINESS","1429","1036","1170","1279","1286",,,,,,,,,,,,,,,,,,,
"979","FLORESTAN FERNANDES, EVOCAÇÕES NA CONTRAMÃO","1430",,,,,,,,,,,,,,,,,,,,,,,
"980","FURYO, EM NOME DA HONRA","1432",,,,,,,,,,,,,,,,,,,,,,,
"981","HUMBERTO MAURO","1433","1170","1263","1279",,,,,,,,,,,,,,,,,,,,
"982","ANDANTES","1434","1049","1279","1337",,,,,,,,,,,,,,,,,,,,
"983","ARUANDA","1444","1154","1263","1279",,,,,,,,,,,,,,,,,,,,
"984","ROMEIROS DA GUIA","1445","1212","1218","1230","1382",,,,,,,,,,,,,,,,,,,
"985","SEGUNDA-FEIRA","1446","1253","1263","1382","1670",,,,,,,,,,,,,,,,,,,
"986","ECOLOGIA","1447","1133","1279",,,,,,,,,,,,,,,,,,,,,
"987","SOB O DITAME DO RUDE ALMAJEDO","1448","1144","1263","1279",,,,,,,,,,,,,,,,,,,,
"988","ALEIJADINHO, O","1449","1029","1380","1671",,,,,,,,,,,,,,,,,,,,
"989","JOÃO DE BARRO, O","1450","1279","1352","1015",,,,,,,,,,,,,,,,,,,,
"990","SÃO JOÃO DEL REI","1451","1380","1671",,,,,,,,,,,,,,,,,,,,,
"991","VELHA A FIAR, A","1452","1038","1042","1279",,,,,,,,,,,,,,,,,,,,
"992","CARRO DE BOIS","1453","1042","1253","1279","1440",,,,,,,,,,,,,,,,,,,
"993","MAURO HUMBERTO","1454","1036","1361","1182",,,,,,,,,,,,,,,,,,,,
"994","HOMEM DO MORCEGO, O","1455","1036","1279",,,,,,,,,,,,,,,,,,,,,
"995","CARMEM SANTOS","1456","1036","1279","1349","1182",,,,,,,,,,,,,,,,,,,
"996","ZWEIG: A MORTE EM CENA","1457","1126","1147","1279","1386","1182",,,,,,,,,,,,,,,,,,
"997","AUTO-RETRATO DE BAKUN, O","1458","1026","1672",,,,,,,,,,,,,,,,,,,,,
"998","ADEUS RODELAS","1459","1081","1133","1295",,,,,,,,,,,,,,,,,,,,
"999","FESTA DE SÃO JOÃO NO INTERIOR DA BAHIA","1460","1098","1212","1295",,,,,,,,,,,,,,,,,,,,
"1000","COMUNIDADE DE MACIEL","1461","1049","1154","1607",,,,,,,,,,,,,,,,,,,,
"1001","ARRAIAL DO CABO","1462","1121","1257","1386",,,,,,,,,,,,,,,,,,,,
"1002","CINEMA","1463","1036","1279","1359",,,,,,,,,,,,,,,,,,,,
"1003","QUADROA QUADRO - NEWTON CAVALCANTI","1464","1295","1336",,,,,,,,,,,,,,,,,,,,,
"1004","LAÇO DE FITA - FOLCLORE DO PIAUÍ","1465","1098","1170","1385",,,,,,,,,,,,,,,,,,,,
"1005","ENCONTRO COM PRESTES","1466","1054","1204","1249","1392",,,,,,,,,,,,,,,,,,,
"1006","GUESA, O","1467","1030","1113","1130","1279",,,,,,,,,,,,,,,,,,,
"1007","ISMAEL NERY","1468","1130","1279","1336",,,,,,,,,,,,,,,,,,,,
"1008","VIAGEM PELO INTERIOR PAULISTA","1469","1025","1367","1392",,,,,,,,,,,,,,,,,,,,
"1009","PEDRA DA RIQUEZA, A","1470","1059","1137","1253","1263","1382",,,,,,,,,,,,,,,,,,
"1010","BOLANDEIRA, A","1471","1253","1382","1629",,,,,,,,,,,,,,,,,,,,
"1011","VILA BOA DE GOYAS","1472","1070","1113","1140","1253","1345",,,,,,,,,,,,,,,,,,
"1012","BRASÍLIA SEGUNDO FELDMAN","1473","1025","1049","1050","1264","1673",,,,,,,,,,,,,,,,,,
"1013","VITALINO E O ALTO DO MOURA","1474","1033","1170","1384",,,,,,,,,,,,,,,,,,,,
"1014","EH!O BUMBA MEU BOI DO MARANHÃO","1475","1102","1219","1445",,,,,,,,,,,,,,,,,,,,
"1015","ANGELO AGOSTINI - SUA PENA, SUA ESPADA","1476",,,,,,,,,,,,,,,,,,,,,,,
"1016","NELSON FILMA- O TRAJETO DO CINEMA INDEPENDENTE","1477","1036","1116","1279",,,,,,,,,,,,,,,,,,,,
"1017","ENFEITIÇADO, O - VIDA E OBRA DE LUCIO CARDOSO","1478","1126","1559",,,,,,,,,,,,,,,,,,,,,
"1018","SERENO DESESPERO,O","1479","1038","1130","1279",,,,,,,,,,,,,,,,,,,,
"1019","BRIGA DE GALO","1480","1086","1386",,,,,,,,,,,,,,,,,,,,,
"1020","DOR SECRETA","1481","1170","1505","1559",,,,,,,,,,,,,,,,,,,,
"1021","LEUCEMIA","1482","1076","1163","1279","1501","1628",,,,,,,,,,,,,,,,,,
"1022","EUNICE, CLARICE, THERESA","1483","1076","1204","1209","1393","1559",,,,,,,,,,,,,,,,,,
"1023","HEITOR DOS PRAZERES","1484","1049","1336","1559",,,,,,,,,,,,,,,,,,,,
"1024","VER, OUVIR","1485","1026","1386",,,,,,,,,,,,,,,,,,,,,
"1025","CHORINHOS E CHORÕES","1486","1170","1559",,,,,,,,,,,,,,,,,,,,,
"1026","BRASILIA SEGUNDO ALBERTO CAVALCANTI","1487","1025","1673",,,,,,,,,,,,,,,,,,,,,
"1027","JORJAMADO NO CINEMA","1488","1126","1407","1559",,,,,,,,,,,,,,,,,,,,
"1028","SOM OU TRATADO DE HARMONIA,O","1489","1041","1279","1360",,,,,,,,,,,,,,,,,,,,
"1029","INSPETOR, O","1490","1366","1405","1559",,,,,,,,,,,,,,,,,,,,
"1030","RESSURREIÇÃO","1491","1038","1159","1271","1279",,,,,,,,,,,,,,,,,,,
"1031","JANELA PARA OS PIRINEUS","1492","1098","1130","1345","1516",,,,,,,,,,,,,,,,,,,
"1032","CINCO FILMES ESTRANGEIROS","1493","1038","1673",,,,,,,,,,,,,,,,,,,,,
"1033","ÁPORO","1494","1038","1673",,,,,,,,,,,,,,,,,,,,,
"1034","FELIZ ANIVERSÁRIO URBANA","1495","1038","1673",,,,,,,,,,,,,,,,,,,,,
"1035","CASAMENTO DA RAINHA, O","1496","1116","1231","1289","1356","1731",,,,,,,,,,,,,,,,,,
"1036","MAYBURY LEWIS","1499","1006","1279","1286",,,,,,,,,,,,,,,,,,,,
"1037","SEMANA DOS POVOS INDÍGENAS DO AMAPÁ","1500","1116","1193","1293","1402",,,,,,,,,,,,,,,,,,,
"1038","ATOS DOS HOMENS","1497","1049","1074","1271","1386","1658",,,,,,,,,,,,,,,,,,
"1039","RUANDA, UMA REPUBLICA QUE ENLOUQUECEU,  1894-1994","1498","1090","1108","1116","1526",,,,,,,,,,,,,,,,,,,
"1040","MUITA TERRA PARA POUCO ÍNDIO","1501","1193","1279","1402",,,,,,,,,,,,,,,,,,,,
"1041","MAUSS SEGUNDO SUAS ALUNAS","1502","1006","1316",,,,,,,,,,,,,,,,,,,,,
"1042","JANELA DA ALMA","1503","1036","1279","1359",,,,,,,,,,,,,,,,,,,,
"1043","HOMENS E OS DEUSES POR UMA TERRA SEM MALES, OS","1510","1074","1379","1621",,,,,,,,,,,,,,,,,,,,
"1044","MARIO DE ANDRADE E OS PRIMEIROS FILMES ETNOGRÁFICOS","1511","1070","1098","1170","1279","1520",,,,,,,,,,,,,,,,,,
"1045","MARIO DE ANDRADE E OS PRIMEIROS FILMES ETNOGRÁFICOS II","1512","1070","1098","1170","1380","1392","1635",,,,,,,,,,,,,,,,,
"1046","MARANGMOTXÍNGMO MÏRANG. DAS CRIANÇAS IKPENG PARA O MUNDO","1513","1057","1616",,,,,,,,,,,,,,,,,,,,,
"1047","SHOMÕTSI","1514",,,,,,,,,,,,,,,,,,,,,,,
"1048","WAI'A RINI. O PODER DO SONHO","1515","1230","1279","1425",,,,,,,,,,,,,,,,,,,,
"1049","PRÊMIO ANACONDA 2002","1516",,,,,,,,,,,,,,,,,,,,,,,
"1050","MARIA LACERDA DE MOURA, TRAJETÓRIA DE UMA REBELDE","1517","1165","1168","1191","1279",,,,,,,,,,,,,,,,,,,
"1051","PRELÚDIO","1518","1060","1171","1393",,,,,,,,,,,,,,,,,,,,
"1052","MICROFONE, SENHORA","1519","1047","1154","1170","1271","1392",,,,,,,,,,,,,,,,,,
"1053","FILMES DE MAN RAY, OS","1520","1041","1505",,,,,,,,,,,,,,,,,,,,,
"1054","PRECONCEITO E RACISMO NA ESCOLA","1504","1079","1353","1393",,,,,,,,,,,,,,,,,,,,
"1055","HISTÓRIA DOS QUILOMBOS DOS ESTADO DO RIO DE JANEIRO","1505","1042","1074","1085","1179","1261","1386",,,,,,,,,,,,,,,,,
"1056","FESTA DA MOÇA NO ENEPÜ","1506","1232","1294","1547",,,,,,,,,,,,,,,,,,,,
"1057","FOI ATRAVÉS DA NECESSIDADE- HISTÓRIA DO MOVIMENTO POR MORADIA DE OSASCO","1507","1110","1392",,,,,,,,,,,,,,,,,,,,,
"1058","ARTE DE AGRADAR, A","1508","1187","1230","1491","1541",,,,,,,,,,,,,,,,,,,
"1059","UMAS VELHICES","1509","1270","1279",,,,,,,,,,,,,,,,,,,,,
"1060","ARQUITETURA DA DESTRUIÇÃO","1521",,,,,,,,,,,,,,,,,,,,,,,
"1061","BERLIM, SINFONIA DA METRÓPOLE","1522","1036","1049","1278",,,,,,,,,,,,,,,,,,,,
"1062","CRONICAMENTE INVIÁVEL","1523","1057","1279",,,,,,,,,,,,,,,,,,,,,
"1063","LÍNGUA QUE ALGUÉM CHORA, A","1524","1085","1095","1116","1147","1170","1276","1286","1676",,,,,,,,,,,,,,,
"1064","ASYLUM","1526","1074","1165","1271","1310",,,,,,,,,,,,,,,,,,,
"1065","TRINTA E TRÊS","1527","1097","397","1669",,,,,,,,,,,,,,,,,,,,
"1066","III SEMINÁRIO DE SUSTENTABILIDADE ECONÔMICA E AMBIENTAL DOS POVOS INDIGENAS DO OIAPOQUE","1528",,,,,,,,,,,,,,,,,,,,,,,
"1067","PROGRAMA DE CAPACITAÇÃO MUSEOLÓGICA","1529","1133","1568","1569","1570",,,,,,,,,,,,,,,,,,,
"1068","PASSAGENS URBANAS: MEMÓRIA E TRANSFORMAÇÃO DO ESPAÇO","1530","1049","1396",,,,,,,,,,,,,,,,,,,,,
"1069","MORADA DAS ÁGUAS","1531","1133","1155","1257","1396",,,,,,,,,,,,,,,,,,,
"1070","FLORESTAN FERNANDES, O MESTRE","1532","1054","1392",,,,,,,,,,,,,,,,,,,,,
"1071","GLAUCES, ESTUDO DE UM ROSTO","1533",,,,,,,,,,,,,,,,,,,,,,,
"1072","ROGER & EU","1534","1048","1286",,,,,,,,,,,,,,,,,,,,,
"1073","TIROS EM COLUMBINE","1535","1271","1286","1530",,,,,,,,,,,,,,,,,,,,
"1074","TRIUNFO DA VONTADE, O","1536","1177","1278",,,,,,,,,,,,,,,,,,,,,
"1075","ILUMINURAS","1537","1006","1049","1388",,,,,,,,,,,,,,,,,,,,
"1076","BARCO DOS SONHOS, O","1538","1049","1147","1396",,,,,,,,,,,,,,,,,,,,
"1077","EM CANTOS DA PRAÇA","1539","1049","1396","1519",,,,,,,,,,,,,,,,,,,,
"1078","ASAS DO DESEJO","1540","1038","1278",,,,,,,,,,,,,,,,,,,,,
"1079","BOCA DE OURO","1541","1038","1559",,,,,,,,,,,,,,,,,,,,,
"1080","DAMA DO CINE SHANGAI, A","1542","1038","1393",,,,,,,,,,,,,,,,,,,,,
"1081","NOITE AMERICANA, A","1543","1038","1316",,,,,,,,,,,,,,,,,,,,,
"1082","CINEMA E ANTROPOLOGIA N.1:  OS SEGREDOS DA MATA","1544","1036","1155","1293","1447",,,,,,,,,,,,,,,,,,,
"1083","CINEMA E ANTROPOLOGIA -2: A ARCA DO ZO'E","1545","1092","1116","1279","1285","1431","1447",,,,,,,,,,,,,,,,,
"1084","VELHOS NA PROPAGANDA, OS - CINEMA E ANTROPOLOGIA - 3","1546","1153","1208","1270","1279",,,,,,,,,,,,,,,,,,,
"1085","CINEMA E ANTROPOLOGIA - 4:JEAN ROUCH, SUBVERTENDO FRONTEIRAS -","1547","1036","1276","1291","1361","1392","1504",,,,,,,,,,,,,,,,,
"1086","CINEMA E ANTROPOLOGIA - 9: O ARCO E A LIRA","1548","1004","1172","1389","1434",,,,,,,,,,,,,,,,,,,
"1087","CINEMA E ANTROPOLOGIA - 13: RESTO É O DIA A DIA, O/ MICROFONE, SENHORA","1549","1047","1049","1154","1170","1262","1271","1393",,,,,,,,,,,,,,,,
"1088","CINEMA E ANTROPOLOGIA - 14: PONTEIO","1550","1103","1172","1263","1380","1392","1441",,,,,,,,,,,,,,,,,
"1089","CINEMA E ANTROPOLOGIA - 17: MARIA LACERDA, TRAJETÓRIA DE UMA REBELDE","1551","1165","1168","1191","1279",,,,,,,,,,,,,,,,,,,
"1090","BEBELA E A REVOLUÇÃO GAÚCHA DE 1923 - CINEMA E ANTROPOLOGIA - 21","1552","1165","1191","1388","1399",,,,,,,,,,,,,,,,,,,
"1091","REGRESSO À TERRA","1553","1042","1116","1161","1591",,,,,,,,,,,,,,,,,,,
"1092","SENHORA APARECIDA","1554","1212","1230","1591",,,,,,,,,,,,,,,,,,,,
"1093","SWAGATAM (BEM VINDOS)","1555","1217","1230","1231","1591",,,,,,,,,,,,,,,,,,,
"1094","MAIS ALMA","1556","1070","1259","1677",,,,,,,,,,,,,,,,,,,,
"1095","SEDA É UM MISTÉRIO, A","1557","1261","1591",,,,,,,,,,,,,,,,,,,,,
"1096","ARQUITETO E A CIDADE VELHA, O","1558","1025","1520","1677",,,,,,,,,,,,,,,,,,,,
"1097","EDIFICIO MASTER","1559","1057","1559",,,,,,,,,,,,,,,,,,,,,
"1098","NELSON FREIRE","1560","1170","1279","1280","1299","1505",,,,,,,,,,,,,,,,,,
"1099","ANA CRISTINA CESAR","1561","1041","1130","1559",,,,,,,,,,,,,,,,,,,,
"1100","ONDE A TERRA ACABA","1562","1036","1279",,,,,,,,,,,,,,,,,,,,,
"1101","FALA TU","1563","1047","1170","1386",,,,,,,,,,,,,,,,,,,,
"1102","MATA ATLÂNTICA","1565","1133","1279",,,,,,,,,,,,,,,,,,,,,
"1103","MATA ATLÂNTICA","1564","1133","1279",,,,,,,,,,,,,,,,,,,,,
"1104","MORADA","1566","1110","1154","1393",,,,,,,,,,,,,,,,,,,,
"1105","PLANTAS MEDICINAIS","1567","1094","1230","1678",,,,,,,,,,,,,,,,,,,,
"1106","AMAZONIA PLURAL","1568","1285","1678",,,,,,,,,,,,,,,,,,,,,
"1107","TAKIWASI","1569","1240","1638","1678",,,,,,,,,,,,,,,,,,,,
"1108","ESPIRITO DA AYAHUASCA, O","1570","1230","1239","1285","1678",,,,,,,,,,,,,,,,,,,
"1109","NOS RIOS DO TAPAJÓS","1571",,,,,,,,,,,,,,,,,,,,,,,
"1110","NAPËPË","1572","1089","1279","1404","1416","1576",,,,,,,,,,,,,,,,,,
"1111","FILME PARTIDO","1573","1079","1393","1623","1628",,,,,,,,,,,,,,,,,,,
"1112","TABU","1574","1230","1679",,,,,,,,,,,,,,,,,,,,,
"1113","INVASÕES BÁRBARAS, AS","1575","1038","1581","1680",,,,,,,,,,,,,,,,,,,,
"1114","NOS BRAÇOS DE ESTRANHOS","1576","1177","1278","1342",,,,,,,,,,,,,,,,,,,,
"1115","2001, UMA ODISSÉIA NO ESPAÇO","1577","1647",,,,,,,,,,,,,,,,,,,,,,
"1116","LIVRO DE CABECEIRA, O","1578","1038","1301","1358",,,,,,,,,,,,,,,,,,,,
"1117","PANKARARU DE BREJO DOS PADRES","1579",,,,,,,,,,,,,,,,,,,,,,,
"1118","POVOS DE SÃO PAULO","1580",,,,,,,,,,,,,,,,,,,,,,,
"1119","IGREJA SE FAZ CARNE E ARMA SUA TENDA NA AMAZÔNIA, A","1581","1212","1223","1285",,,,,,,,,,,,,,,,,,,,
"1120","MISSÃO ALÉM FRONTEIRAS","1582","1223","1279",,,,,,,,,,,,,,,,,,,,,
"1121","JORNADA, DE ABRAÃO. SOB O SIGNO DA TOLERÂNCIA","1583","1170","1212","1214",,,,,,,,,,,,,,,,,,,,
"1122","INSIGHTS. MUSEUMS. VISITORS. ATTITUDES. EXPECTATIONS - A FOCUS GROUP EXPERIMENT","1584","1169","1286","1414",,,,,,,,,,,,,,,,,,,,
"1123","ABORTO LEGAL. IMPLICAÇÕES ÉTICAS E RELIGIOSAS","1585","1165","1212","1271","1279","1304",,,,,,,,,,,,,,,,,,
"1124","RELIGIÃO E VIOLÊNCIA CONTRA AS MULHERES","1586","1165","1212","1271","1279",,,,,,,,,,,,,,,,,,,
"1125","CAMINHOS DA COMUNIDADE,. MAR, TERRA E TRABALHO NA BARRA DA LAGOA","1587","1257","1261","1391",,,,,,,,,,,,,,,,,,,,
"1126","HOMENS DE MAR E TERRA","1588","1257","1261","1391",,,,,,,,,,,,,,,,,,,,
"1127","IGUALDADE É BRANCA, A","1589","1038","1316",,,,,,,,,,,,,,,,,,,,,
"1128","ENTREATOS","1590","1204","1279",,,,,,,,,,,,,,,,,,,,,
"1129","FRATERNIDADE É VERMELHA, A","1591","1038","1316",,,,,,,,,,,,,,,,,,,,,
"1130","VAIDADE","1592","1055","1285","1541","1165",,,,,,,,,,,,,,,,,,,
"1131","DESCIDA, A","1593","1316","1647",,,,,,,,,,,,,,,,,,,,,
"1132","SEM SOL","1594","1036","1147","1301","1677","1681",,,,,,,,,,,,,,,,,,
"1133","MESTRES LOUCOS, OS","1595","1053","1230","1276","1310",,,,,,,,,,,,,,,,,,,
"1134","ESPÍRITO DA ÁGUA","1596","1155","1230","1310",,,,,,,,,,,,,,,,,,,,
"1135","TAMBORES DE ANTES, OS: TOUROU E BITTI","1597","1170","1230","1674",,,,,,,,,,,,,,,,,,,,
"1136","LEÃO CHAMADO CHAMADO, UM","1598","1276",,,,,,,,,,,,,,,,,,,,,,
"1137","POUCO A POUCO","1599","1038","1291",,,,,,,,,,,,,,,,,,,,,
"1138","PIRÂMIDE HUMANA, A","1600",,,,,,,,,,,,,,,,,,,,,,,
"1139","JEAN ROUCH CONVERSA COM PIERRE-ANDRÉ BOUTANG","1601","1006","1036","1316","1182",,,,,,,,,,,,,,,,,,,
"1140","SOBRE JEAN ROUCH. UMA CONVERSA DE BERNARD SURUGUE E PATRICK LEBOUTTE","1602","1006","1036","1276","1182",,,,,,,,,,,,,,,,,,,
"1141","DUPLO DE ONTÉM ENCONTROU O AMANHÃ, O","1603","1036","1276","1316","1182",,,,,,,,,,,,,,,,,,,
"1142","VIUVAS DE 15 ANOS, AS","1604","1291","1047",,,,,,,,,,,,,,,,,,,,,
"1143","GATOS EMPOLEIRADOS","1605","1191","1291","1505",,,,,,,,,,,,,,,,,,,,
"1144","FELICIDADE,A","1606","1038","1590",,,,,,,,,,,,,,,,,,,,,
"1145","TUMBA DE ALEXANDRE, A","1607","1036","1590",,,,,,,,,,,,,,,,,,,,,
"1146","SALVE JONGO","1608",,,,,,,,,,,,,,,,,,,,,,,
"1147","JOVENS NO CENTRO","1611","1047","1057","1116","1386",,,,,,,,,,,,,,,,,,,
"1148","NÓS QUE AQUI ESTAMOS POR VÓS ESPERAMOS","1609","1114",,,,,,,,,,,,,,,,,,,,,,
"1149","PEÕES","1610","1249","1261","1264","1392",,,,,,,,,,,,,,,,,,,
"1150","OFERENDA DE SABIÁ, A","1612","1036","1110","1291",,,,,,,,,,,,,,,,,,,,
"1151","TEMPO DE SEM-VOZ","1613","1110","1261","1291",,,,,,,,,,,,,,,,,,,,
"1152","TERRAS DE QUILOMBO. UMA DÍVIDA HISTÓRICA","1614","1116","1179","1377",,,,,,,,,,,,,,,,,,,,
"1153","HIGIENOPOLIS","1615","1049","1110","1393",,,,,,,,,,,,,,,,,,,,
"1154","SUPER SIZE ME. A DIETA DO PALHAÇO","1616","1001","1057","1286",,,,,,,,,,,,,,,,,,,,
"1155","FUZIS DE MADEIRA","1617","1109","1271","1283",,,,,,,,,,,,,,,,,,,,
"1156","POLIMORFO 2005","1618","1036","1038","1283",,,,,,,,,,,,,,,,,,,,
"1157","CAMBOJA. VIVENDO COM MINAS DE BOMBA","1619","1074","1108","1239","1682",,,,,,,,,,,,,,,,,,,
"1158","FILME ETNOGRÁFICO E ANTROPOLOGIA VISUAL - JEAN ROUCH","1620","1006","1036",,,,,,,,,,,,,,,,,,,,,
"1159","CANOA VELOZ","1621","1252","1257","1302",,,,,,,,,,,,,,,,,,,,
"1160","ONIBUS 174","1622","1047","1060","1154","1271","1559",,,,,,,,,,,,,,,,,,
"1161","MUSICA DA TERRA - MUSICA TRADICIONAL DAS TERRAS ALTAS DE CHIAPAS","1623","1074","1116","1170","1486",,,,,,,,,,,,,,,,,,,
"1162","NOS SOMOS IGUAIS. MULHERES ZAPATISTAS FALAM","1624","1074","1165","1486",,,,,,,,,,,,,,,,,,,,
"1163","LÉVI-STRAUSS: SAUDADES DO BRASIL","1625",,,,,,,,,,,,,,,,,,,,,,,
"1164","ENIGMA DE KASPAR HAUSER, O","1626","1038","1079","1278",,,,,,,,,,,,,,,,,,,,
"1165","PORTO DA MINHA INFÂNCIA","1627","1049","1147","1591",,,,,,,,,,,,,,,,,,,,
"1166","SER E ESTAR","1628","1060","1079","1316",,,,,,,,,,,,,,,,,,,,
"1167","NICK'S MOUVIE. UM ATO DE AMOR","1629","1036","1159","1286",,,,,,,,,,,,,,,,,,,,
"1168","SEPARAÇÃO, A","1630","1049","1074","1393",,,,,,,,,,,,,,,,,,,,
"1169","CONGADA DE NOSSA SENHORA ROSARIO","1631","1098","1219","1230","1380",,,,,,,,,,,,,,,,,,,
"1170","HA MUITO TEMPO NAO LHE VEJO","1632","1060","1261","1683",,,,,,,,,,,,,,,,,,,,
"1171","TERRA SONHADA","1633","1042","1044","1261",,,,,,,,,,,,,,,,,,,,
"1172","PRATICA E MAESTRIA","1634","1031","1170","1174","1618",,,,,,,,,,,,,,,,,,,
"1173","RITOS DA MAIORIDADE","1635","1047","1079","1392",,,,,,,,,,,,,,,,,,,,
"1174","VIVER COM REBANHOS","1636","1042","1092","1511",,,,,,,,,,,,,,,,,,,,
"1175","TEMPUS DE BARISTAS - TEMPO DE BARMEN","1637","1042","1263","1618",,,,,,,,,,,,,,,,,,,,
"1176","ENTREVISTA COM SHIKHAR SINGH","1638","1060","1079","1327",,,,,,,,,,,,,,,,,,,,
"1177","CRIMES DE HONRA - PARTE 1","1639","1271","1273","1279","1392",,,,,,,,,,,,,,,,,,,
"1178","CRIMES DE HONRA - PARTE 2","1640","1271","1273","1279","1392",,,,,,,,,,,,,,,,,,,
"1179","CRIMES DE HONRA - PARTE 3","1641",,,,,,,,,,,,,,,,,,,,,,,
"1180","LICOES DE ROUCH","1642","1036","1291","1630",,,,,,,,,,,,,,,,,,,,
"1181","FORMAÇÃO DO CARATER NAS DIFERENTES CULTURAS","1645","1060","1070","1489","1525","1665","1130","1049","1393",,,,,,,,,,,,,,,
"1182","NO ACAMPAMENTO DE INVERNO","1644","1057","1581","1632",,,,,,,,,,,,,,,,,,,,
"1183","NO ACAPAMPAMENTO DE INVERNO","1646","1050","1057","1581","1632",,,,,,,,,,,,,,,,,,,
"1184","LEGADO DE ANTONIO LORENZANO,O","1643","1092","1272","1476","1656",,,,,,,,,,,,,,,,,,,
"1185","CRÔNICAS DE DOON SCHOOL","1647","1047","1052","1075","1079","1327",,,,,,,,,,,,,,,,,,
"1186","CORAÇÕES MATINAIS","1648","1047","1052","1075","1079","1327",,,,,,,,,,,,,,,,,,
"1187","KARAM EM JAIPUR","1649","1047","1052","1075","1079","1327",,,,,,,,,,,,,,,,,,
"1188","OS MENINOS NOVOS","1650","1047","1052","1075","1079","1327",,,,,,,,,,,,,,,,,,
"1189","A IDADE DA RAZÃO","1651","1047","1052","1075","1079","1327",,,,,,,,,,,,,,,,,,
"1190","LEMBRANÇAS DO FUTURO","1652","1025","1050","1158","1169",,,,,,,,,,,,,,,,,,,
"1191","BOIS-BUMBÁS DE MANAUS:BRINQUEDO DE SÃO JOÃO","1653","1065","1070","1098","1170","1294","1516",,,,,,,,,,,,,,,,,
"1192","A HISTÓRIA NOSSA","1654","1006","1031","1033","1165","1380",,,,,,,,,,,,,,,,,,
"1193","SEXO E CLAUSTRO","1655","1165","1211","1212","1248","1486",,,,,,,,,,,,,,,,,,
"1194","DE FRENTE COM A REALIDADE","1656","1006","1047","1050","1079","1380",,,,,,,,,,,,,,,,,,
"1195","BRILHO DA NOITE","1657","1060","1098","1171","1393",,,,,,,,,,,,,,,,,,,
