nid,title,SGA ACERVO IMAGEM,SGA ACERVO IMAGEM,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,,
7150,KX-KAYAPÓ XIKRIN-2428,009137,9137,51,416,,,,,,, , , , , , , , ,,,,,,,,9137
7151,KX-KAYAPÓ XIKRIN-2429,009138,9138,152,416,,,,,,, , , , , , , , ,,,,,,,,9138
7152,KX-KAYAPÓ XIKRIN-2430,009139,9139,152,416,,,,,,, , , , , , , , ,,,,,,,,9139
7153,KX-KAYAPÓ XIKRIN-2431,009140,9140,152,416,,,,,,, , , , , , , , ,,,,,,,,9140
7154,KX-KAYAPÓ XIKRIN-2432,009141,9141,152,416,,,,,,, , , , , , , , ,,,,,,,,9141
7155,KX-KAYAPÓ XIKRIN-2433,009142,9142,152,416,,,,,,, , , , , , , , ,,,,,,,,9142
7156,KX-KAYAPÓ XIKRIN-2434,009143,9143,152,416,,,,,,, , , , , , , , ,,,,,,,,9143
7157,KX-KAYAPÓ XIKRIN-2435,009144,9144,152,416,,,,,,, , , , , , , , ,,,,,,,,9144
7158,KX-KAYAPÓ XIKRIN-2436,009145,9145,152,416,,,,,,, , , , , , , , ,,,,,,,,9145
7159,KX-KAYAPÓ XIKRIN-2437,009146,9146,152,416,,,,,,, , , , , , , , ,,,,,,,,9146
7160,KX-KAYAPÓ XIKRIN-2438,009147,9147,152,416,,,,,,, , , , , , , , ,,,,,,,,9147
7161,KX-KAYAPÓ XIKRIN-2439,009148,9148,152,416,,,,,,, , , , , , , , ,,,,,,,,9148
7162,KX-KAYAPÓ XIKRIN-2440,009149,9149,152,416,,,,,,, , , , , , , , ,,,,,,,,9149
7163,KX-KAYAPÓ XIKRIN-2441,009150,9150,152,416,,,,,,, , , , , , , , ,,,,,,,,9150
7164,KX-KAYAPÓ XIKRIN-2442,009151,9151,152,416,,,,,,, , , , , , , , ,,,,,,,,9151
7165,KX-KAYAPÓ XIKRIN-2443,009152,9152,8,9,416,530,,,,, , , , , , , , ,,,,,,,,9152
7166,KX-KAYAPÓ XIKRIN-2444,009153,9153,8,9,416,530,,,,, , , , , , , , ,,,,,,,,9153
7167,KX-KAYAPÓ XIKRIN-2445,009154,9154,416,530,730,,,,,, , , , , , , , ,,,,,,,,9154
7168,KX-KAYAPÓ XIKRIN-2446,009155,9155,416,530,730,,,,,, , , , , , , , ,,,,,,,,9155
7169,KX-KAYAPÓ XIKRIN-2447,009156,9156,416,530,730,,,,,, , , , , , , , ,,,,,,,,9156
7170,KX-KAYAPÓ XIKRIN-2448,009157,9157,416,530,730,,,,,, , , , , , , , ,,,,,,,,9157
7171,KX-KAYAPÓ XIKRIN-2449,009158,9158,416,530,730,,,,,, , , , , , , , ,,,,,,,,9158
7172,KX-KAYAPÓ XIKRIN-2450,009159,9159,416,530,730,,,,,, , , , , , , , ,,,,,,,,9159
7173,KX-KAYAPÓ XIKRIN-2451,009160,9160,151,152,416,,,,,, , , , , , , , ,,,,,,,,9160
7174,KX-KAYAPÓ XIKRIN-2452,009161,9161,151,152,416,,,,,, , , , , , , , ,,,,,,,,9161
7175,KX-KAYAPÓ XIKRIN-2453,009162,9162,152,416,,,,,,, , , , , , , , ,,,,,,,,9162
7176,KX-KAYAPÓ XIKRIN-2454,009163,9163,152,416,,,,,,, , , , , , , , ,,,,,,,,9163
7177,KX-KAYAPÓ XIKRIN-2455,009164,9164,152,416,,,,,,, , , , , , , , ,,,,,,,,9164
7178,KX-KAYAPÓ XIKRIN-2456,009165,9165,152,416,,,,,,, , , , , , , , ,,,,,,,,9165
7179,KX-KAYAPÓ XIKRIN-2457,009166,9166,152,416,,,,,,, , , , , , , , ,,,,,,,,9166
7180,KX-KAYAPÓ XIKRIN-2458,009167,9167,152,416,,,,,,, , , , , , , , ,,,,,,,,9167
7181,KX-KAYAPÓ XIKRIN-2459,009168,9168,152,416,,,,,,, , , , , , , , ,,,,,,,,9168
7182,KX-KAYAPÓ XIKRIN-2460,009169,9169,152,416,,,,,,, , , , , , , , ,,,,,,,,9169
7183,KX-KAYAPÓ XIKRIN-2461,009170,9170,152,416,,,,,,, , , , , , , , ,,,,,,,,9170
7184,KX-KAYAPÓ XIKRIN-2462,009171,9171,152,416,,,,,,, , , , , , , , ,,,,,,,,9171
7185,KX-KAYAPÓ XIKRIN-2463,009172,9172,152,416,,,,,,, , , , , , , , ,,,,,,,,9172
7186,KX-KAYAPÓ XIKRIN-2464,009173,9173,114,416,530,,,,,, , , , , , , , ,,,,,,,,9173
7187,KX-KAYAPÓ XIKRIN-2465,009174,9174,287,416,,,,,,, , , , , , , , ,,,,,,,,9174
7188,KX-KAYAPÓ XIKRIN-2466,009175,9175,2,416,,,,,,, , , , , , , , ,,,,,,,,9175
7189,KX-KAYAPÓ XIKRIN-2467,009176,9176,114,206,416,530,,,,, , , , , , , , ,,,,,,,,9176
7190,KX-KAYAPÓ XIKRIN-2468,009177,9177,114,206,416,530,,,,, , , , , , , , ,,,,,,,,9177
7191,KX-KAYAPÓ XIKRIN-2469,009178,9178,114,206,416,530,,,,, , , , , , , , ,,,,,,,,9178
7192,KX-KAYAPÓ XIKRIN-2470,009179,9179,114,206,416,530,,,,, , , , , , , , ,,,,,,,,9179
7193,KX-KAYAPÓ XIKRIN-2471,009180,9180,114,172,206,416,530,,,, , , , , , , , ,,,,,,,,9180
7194,KX-KAYAPÓ XIKRIN-2472,009181,9181,62,206,416,530,,,,, , , , , , , , ,,,,,,,,9181
7195,KX-KAYAPÓ XIKRIN-2473,009182,9182,62,206,416,530,,,,, , , , , , , , ,,,,,,,,9182
7196,KX-KAYAPÓ XIKRIN-2474,009183,9183,114,416,530,,,,,, , , , , , , , ,,,,,,,,9183
7197,KX-KAYAPÓ XIKRIN-2475,009184,9184,58,114,416,530,,,,, , , , , , , , ,,,,,,,,9184
7198,KX-KAYAPÓ XIKRIN-2476,009185,9185,34,126,416,530,,,,, , , , , , , , ,,,,,,,,9185
7199,KX-KAYAPÓ XIKRIN-2477,009186,9186,62,196,416,530,,,,, , , , , , , , ,,,,,,,,9186
7200,KX-KAYAPÓ XIKRIN-2478,009187,9187,62,196,416,530,,,,, , , , , , , , ,,,,,,,,9187
7201,KX-KAYAPÓ XIKRIN-2479,009188,9188,62,196,416,530,,,,, , , , , , , , ,,,,,,,,9188
7202,KX-KAYAPÓ XIKRIN-2480,009189,9189,173,416,530,,,,,, , , , , , , , ,,,,,,,,9189
7203,KX-KAYAPÓ XIKRIN-2481,009190,9190,173,416,530,,,,,, , , , , , , , ,,,,,,,,9190
7204,KX-KAYAPÓ XIKRIN-2482,009191,9191,62,196,416,530,,,,, , , , , , , , ,,,,,,,,9191
7205,KX-KAYAPÓ XIKRIN-2483,009192,9192,173,196,416,530,,,,, , , , , , , , ,,,,,,,,9192
7206,KX-KAYAPÓ XIKRIN-2484,009193,9193,102,416,530,720,,,,, , , , , , , , ,,,,,,,,9193
7207,KX-KAYAPÓ XIKRIN-2485,009194,9194,102,416,530,720,,,,, , , , , , , , ,,,,,,,,9194
7208,KX-KAYAPÓ XIKRIN-2486,009195,9195,102,416,530,720,,,,, , , , , , , , ,,,,,,,,9195
7209,KX-KAYAPÓ XIKRIN-2487,009196,9196,196,416,530,,,,,, , , , , , , , ,,,,,,,,9196
7210,KX-KAYAPÓ XIKRIN-2488,009197,9197,196,416,530,,,,,, , , , , , , , ,,,,,,,,9197
7211,KX-KAYAPÓ XIKRIN-2489,009198,9198,196,416,530,,,,,, , , , , , , , ,,,,,,,,9198
7212,KX-KAYAPÓ XIKRIN-2490,009199,9199,119,196,416,530,,,,, , , , , , , , ,,,,,,,,9199
7213,KX-KAYAPÓ XIKRIN-2491,009200,9200,196,416,530,,,,,, , , , , , , , ,,,,,,,,9200
7214,KX-KAYAPÓ XIKRIN-2492,009201,9201,196,416,530,,,,,, , , , , , , , ,,,,,,,,9201
7215,KX-KAYAPÓ XIKRIN-2493,009202,9202,196,416,530,,,,,, , , , , , , , ,,,,,,,,9202
7216,KX-KAYAPÓ XIKRIN-2494,009203,9203,196,416,530,,,,,, , , , , , , , ,,,,,,,,9203
7217,KX-KAYAPÓ XIKRIN-2495,009204,9204,196,416,530,,,,,, , , , , , , , ,,,,,,,,9204
7218,KX-KAYAPÓ XIKRIN-2496,009205,9205,196,416,530,,,,,, , , , , , , , ,,,,,,,,9205
7219,KX-KAYAPÓ XIKRIN-2497,009206,9206,196,416,530,,,,,, , , , , , , , ,,,,,,,,9206
7220,KX-KAYAPÓ XIKRIN-2498,009207,9207,196,416,530,,,,,, , , , , , , , ,,,,,,,,9207
7221,KX-KAYAPÓ XIKRIN-2499,009208,,,,,,,,,,,,,,,,,,,,,,,,,
7222,KX-KAYAPÓ XIKRIN-2500,009209,9209,62,196,416,530,,,,, , , , , , , , ,,,,,,,,9209
7223,KX-KAYAPÓ XIKRIN-2501,009210,9210,62,196,416,530,,,,, , , , , , , , ,,,,,,,,9210
7224,KX-KAYAPÓ XIKRIN-2502,009211,9211,196,416,530,,,,,, , , , , , , , ,,,,,,,,9211
7225,KX-KAYAPÓ XIKRIN-2503,009212,9212,196,416,530,,,,,, , , , , , , , ,,,,,,,,9212
7226,KX-KAYAPÓ XIKRIN-2504,009213,9213,196,416,530,,,,,, , , , , , , , ,,,,,,,,9213
7227,KX-KAYAPÓ XIKRIN-2505,009214,9214,172,196,416,530,,,,, , , , , , , , ,,,,,,,,9214
7228,KX-KAYAPÓ XIKRIN-2506,009215,9215,172,196,416,530,,,,, , , , , , , , ,,,,,,,,9215
7229,KX-KAYAPÓ XIKRIN-2507,009216,9216,172,196,416,530,,,,, , , , , , , , ,,,,,,,,9216
7230,KX-KAYAPÓ XIKRIN-2508,009217,9217,172,196,416,530,,,,, , , , , , , , ,,,,,,,,9217
7231,KX-KAYAPÓ XIKRIN-2509,009218,9218,172,196,416,530,,,,, , , , , , , , ,,,,,,,,9218
7232,KX-KAYAPÓ XIKRIN-2510,009219,9219,172,196,416,530,,,,, , , , , , , , ,,,,,,,,9219
7233,KX-KAYAPÓ XIKRIN-2511,009220,9220,62,196,416,530,,,,, , , , , , , , ,,,,,,,,9220
7234,KX-KAYAPÓ XIKRIN-2512,009221,9221,196,416,530,,,,,, , , , , , , , ,,,,,,,,9221
7235,KX-KAYAPÓ XIKRIN-2513,009222,9222,196,416,530,,,,,, , , , , , , , ,,,,,,,,9222
7236,KX-KAYAPÓ XIKRIN-2514,009223,9223,196,416,530,,,,,, , , , , , , , ,,,,,,,,9223
7237,KX-KAYAPÓ XIKRIN-2515,009224,9224,196,416,530,,,,,, , , , , , , , ,,,,,,,,9224
7238,KX-KAYAPÓ XIKRIN-2516,009225,9225,196,416,530,,,,,, , , , , , , , ,,,,,,,,9225
7239,KX-KAYAPÓ XIKRIN-2517,009226,9226,196,416,530,,,,,, , , , , , , , ,,,,,,,,9226
7240,KX-KAYAPÓ XIKRIN-2518,009227,9227,196,416,530,,,,,, , , , , , , , ,,,,,,,,9227
7241,KX-KAYAPÓ XIKRIN-2519,009228,9228,416,530,730,,,,,, , , , , , , , ,,,,,,,,9228
7242,KX-KAYAPÓ XIKRIN-2520,009229,9229,416,530,730,,,,,, , , , , , , , ,,,,,,,,9229
7243,KX-KAYAPÓ XIKRIN-2521,009230,9230,416,530,730,,,,,, , , , , , , , ,,,,,,,,9230
7244,KX-KAYAPÓ XIKRIN-2522,009231,9231,416,530,730,,,,,, , , , , , , , ,,,,,,,,9231
7245,KX-KAYAPÓ XIKRIN-2523,009232,9232,119,416,530,,,,,, , , , , , , , ,,,,,,,,9232
7246,KX-KAYAPÓ XIKRIN-2524,009233,9233,119,416,530,,,,,, , , , , , , , ,,,,,,,,9233
7247,KX-KAYAPÓ XIKRIN-2525,009234,9234,119,416,530,,,,,, , , , , , , , ,,,,,,,,9234
7248,KX-KAYAPÓ XIKRIN-2526,009235,9235,119,416,530,,,,,, , , , , , , , ,,,,,,,,9235
7249,KX-KAYAPÓ XIKRIN-2527,009236,9236,416,474,530,,,,,, , , , , , , , ,,,,,,,,9236
7250,KX-KAYAPÓ XIKRIN-2528,009237,,,,,,,,,,,,,,,,,,,,,,,,,
7251,KX-KAYAPÓ XIKRIN-2529,009238,9238,62,416,530,,,,,, , , , , , , , ,,,,,,,,9238
7252,KX-KAYAPÓ XIKRIN-2530,009239,9239,62,416,530,,,,,, , , , , , , , ,,,,,,,,9239
7253,KX-KAYAPÓ XIKRIN-2531,009240,9240,62,416,530,,,,,, , , , , , , , ,,,,,,,,9240
7254,KX-KAYAPÓ XIKRIN-2532,009241,9241,62,416,530,,,,,, , , , , , , , ,,,,,,,,9241
7255,KX-KAYAPÓ XIKRIN-2533,009242,9242,62,416,530,,,,,, , , , , , , , ,,,,,,,,9242
7256,KX-KAYAPÓ XIKRIN-2534,009243,9243,62,416,530,,,,,, , , , , , , , ,,,,,,,,9243
7257,KX-KAYAPÓ XIKRIN-2535,009244,9244,62,416,530,,,,,, , , , , , , , ,,,,,,,,9244
7258,KX-KAYAPÓ XIKRIN-2536,009245,9245,62,416,530,,,,,, , , , , , , , ,,,,,,,,9245
7259,KX-KAYAPÓ XIKRIN-2537,009246,9246,62,416,530,,,,,, , , , , , , , ,,,,,,,,9246
7260,KX-KAYAPÓ XIKRIN-2538,009247,9247,62,416,530,,,,,, , , , , , , , ,,,,,,,,9247
7261,KX-KAYAPÓ XIKRIN-2539,009248,9248,62,416,530,,,,,, , , , , , , , ,,,,,,,,9248
7262,KX-KAYAPÓ XIKRIN-2540,009249,9249,62,416,530,,,,,, , , , , , , , ,,,,,,,,9249
7263,KX-KAYAPÓ XIKRIN-2541,009250,9250,11,62,416,530,,,,, , , , , , , , ,,,,,,,,9250
7264,KX-KAYAPÓ XIKRIN-2542,009251,9251,11,62,416,530,,,,, , , , , , , , ,,,,,,,,9251
7265,KX-KAYAPÓ XIKRIN-2543,009252,9252,62,416,530,,,,,, , , , , , , , ,,,,,,,,9252
7266,KX-KAYAPÓ XIKRIN-2544,009253,9253,62,416,530,,,,,, , , , , , , , ,,,,,,,,9253
7267,KX-KAYAPÓ XIKRIN-2545,009254,9254,62,416,530,,,,,, , , , , , , , ,,,,,,,,9254
7268,KX-KAYAPÓ XIKRIN-2546,009255,9255,62,172,416,530,,,,, , , , , , , , ,,,,,,,,9255
7269,KX-KAYAPÓ XIKRIN-2547,009256,9256,283,416,530,,,,,, , , , , , , , ,,,,,,,,9256
7270,KX-KAYAPÓ XIKRIN-2548,009257,9257,172,416,530,,,,,, , , , , , , , ,,,,,,,,9257
7271,KX-KAYAPÓ XIKRIN-2549,009258,9258,173,416,530,,,,,, , , , , , , , ,,,,,,,,9258
7272,KX-KAYAPÓ XIKRIN-2550,009259,9259,272,416,530,,,,,, , , , , , , , ,,,,,,,,9259
7273,KX-KAYAPÓ XIKRIN-2551,009260,9260,272,416,530,,,,,, , , , , , , , ,,,,,,,,9260
7274,KX-KAYAPÓ XIKRIN-2552,009261,9261,206,416,530,,,,,, , , , , , , , ,,,,,,,,9261
7275,KX-KAYAPÓ XIKRIN-2553,009262,9262,207,416,530,,,,,, , , , , , , , ,,,,,,,,9262
7276,KX-KAYAPÓ XIKRIN-2554,009263,9263,207,416,530,,,,,, , , , , , , , ,,,,,,,,9263
7277,KX-KAYAPÓ XIKRIN-2555,009264,9264,207,416,530,,,,,, , , , , , , , ,,,,,,,,9264
7278,KX-KAYAPÓ XIKRIN-2556,009265,9265,249,416,530,,,,,, , , , , , , , ,,,,,,,,9265
7279,KX-KAYAPÓ XIKRIN-2557,009266,9266,249,416,530,,,,,, , , , , , , , ,,,,,,,,9266
7280,KX-KAYAPÓ XIKRIN-2558,009267,9267,249,416,530,,,,,, , , , , , , , ,,,,,,,,9267
7281,KX-KAYAPÓ XIKRIN-2559,009268,9268,249,416,530,,,,,, , , , , , , , ,,,,,,,,9268
7282,KX-KAYAPÓ XIKRIN-2560,009269,9269,249,416,530,,,,,, , , , , , , , ,,,,,,,,9269
7283,KX-KAYAPÓ XIKRIN-2561,009270,9270,249,416,530,,,,,, , , , , , , , ,,,,,,,,9270
7284,KX-KAYAPÓ XIKRIN-2562,009271,9271,249,416,530,,,,,, , , , , , , , ,,,,,,,,9271
7285,KX-KAYAPÓ XIKRIN-2563,009272,9272,249,416,530,,,,,, , , , , , , , ,,,,,,,,9272
7286,KX-KAYAPÓ XIKRIN-2564,009273,9273,249,416,530,,,,,, , , , , , , , ,,,,,,,,9273
7287,KX-KAYAPÓ XIKRIN-2565,009274,9274,249,416,530,,,,,, , , , , , , , ,,,,,,,,9274
7288,KX-KAYAPÓ XIKRIN-2566,009275,9275,101,266,416,530,,,,, , , , , , , , ,,,,,,,,9275
7289,KX-KAYAPÓ XIKRIN-2567,009276,9276,62,266,416,530,,,,, , , , , , , , ,,,,,,,,9276
7290,KX-KAYAPÓ XIKRIN-2568,009277,9277,58,416,530,,,,,, , , , , , , , ,,,,,,,,9277
7291,KX-KAYAPÓ XIKRIN-2569,009278,9278,58,61,416,530,,,,, , , , , , , , ,,,,,,,,9278
7292,KX-KAYAPÓ XIKRIN-2570,009279,9279,62,151,416,530,,,,, , , , , , , , ,,,,,,,,9279
7293,KX-KAYAPÓ XIKRIN-2571,009280,9280,58,114,416,530,,,,, , , , , , , , ,,,,,,,,9280
7294,KX-KAYAPÓ XIKRIN-2572,009281,9281,58,114,416,530,,,,, , , , , , , , ,,,,,,,,9281
7295,KX-KAYAPÓ XIKRIN-2573,009282,9282,25,114,416,530,,,,, , , , , , , , ,,,,,,,,9282
7296,KX-KAYAPÓ XIKRIN-2574,009283,9283,72,416,530,,,,,, , , , , , , , ,,,,,,,,9283
7297,KX-KAYAPÓ XIKRIN-2575,009284,,,,,,,,,,,,,,,,,,,,,,,,,
7298,KX-KAYAPÓ XIKRIN-2576,009285,9285,72,416,530,,,,,, , , , , , , , ,,,,,,,,9285
7299,KX-KAYAPÓ XIKRIN-2577,009286,9286,61,416,530,,,,,, , , , , , , , ,,,,,,,,9286
7300,KX-KAYAPÓ XIKRIN-2578,009287,9287,61,416,530,,,,,, , , , , , , , ,,,,,,,,9287
7301,KX-KAYAPÓ XIKRIN-2579,009288,9288,61,62,416,530,,,,, , , , , , , , ,,,,,,,,9288
7302,KX-KAYAPÓ XIKRIN-2580,009289,9289,61,416,530,,,,,, , , , , , , , ,,,,,,,,9289
7303,KX-KAYAPÓ XIKRIN-2581,009290,9290,416,530,,,,,,, , , , , , , , ,,,,,,,,9290
7304,KX-KAYAPÓ XIKRIN-2582,009291,9291,34,416,530,,,,,, , , , , , , , ,,,,,,,,9291
7305,KX-KAYAPÓ XIKRIN-2583,009292,9292,34,416,530,,,,,, , , , , , , , ,,,,,,,,9292
7306,KX-KAYAPÓ XIKRIN-2584,009293,9293,62,416,530,,,,,, , , , , , , , ,,,,,,,,9293
7307,KX-KAYAPÓ XIKRIN-2585,009294,9294,34,416,530,,,,,, , , , , , , , ,,,,,,,,9294
7308,KX-KAYAPÓ XIKRIN-2586,009295,9295,34,416,530,,,,,, , , , , , , , ,,,,,,,,9295
7309,KX-KAYAPÓ XIKRIN-2587,009296,9296,34,416,530,,,,,, , , , , , , , ,,,,,,,,9296
7310,KX-KAYAPÓ XIKRIN-2588,009297,9297,31,416,530,730,,,,, , , , , , , , ,,,,,,,,9297
7311,KX-KAYAPÓ XIKRIN-2589,009298,9298,34,282,416,530,,,,, , , , , , , , ,,,,,,,,9298
7312,KX-KAYAPÓ XIKRIN-2590,009299,9299,94,416,530,,,,,, , , , , , , , ,,,,,,,,9299
7313,KX-KAYAPÓ XIKRIN-2591,009300,9300,58,115,416,530,,,,, , , , , , , , ,,,,,,,,9300
7314,KX-KAYAPÓ XIKRIN-2592,009301,9301,283,416,530,,,,,, , , , , , , , ,,,,,,,,9301
7315,KX-KAYAPÓ XIKRIN-2593a,009302,9302,28,416,530,,,,,, , , , , , , , ,,,,,,,,9302
7316,KX-KAYAPÓ XIKRIN-2593b,011054,,,,,,,,,,,,,,,,,,,,,,,,,
7317,KX-KAYAPÓ XIKRIN-2594,009303,9303,58,416,530,,,,,, , , , , , , , ,,,,,,,,9303
7318,KX-KAYAPÓ XIKRIN-2595,009304,9304,416,530,730,,,,,, , , , , , , , ,,,,,,,,9304
7319,KX-KAYAPÓ XIKRIN-2596,009306,9306,416,530,,,,,,, , , , , , , , ,,,,,,,,9306
7320,KX-KAYAPÓ XIKRIN-2597,009307,,,,,,,,,,,,,,,,,,,,,,,,,
7321,KX-KAYAPÓ XIKRIN-2598,009308,9308,416,530,,,,,,, , , , , , , , ,,,,,,,,9308
7322,KX-KAYAPÓ XIKRIN-2599,009309,9309,416,530,,,,,,, , , , , , , , ,,,,,,,,9309
7323,KX-KAYAPÓ XIKRIN-2600,009310,9310,58,416,530,,,,,, , , , , , , , ,,,,,,,,9310
7324,KX-KAYAPÓ XIKRIN-2601,009311,,,,,,,,,,,,,,,,,,,,,,,,,
7325,KX-KAYAPÓ XIKRIN-2602,009312,9312,196,416,530,,,,,, , , , , , , , ,,,,,,,,9312
7326,KX-KAYAPÓ XIKRIN-2603,009313,9313,196,416,530,,,,,, , , , , , , , ,,,,,,,,9313
7327,KX-KAYAPÓ XIKRIN-2604,009314,9314,172,196,416,530,,,,, , , , , , , , ,,,,,,,,9314
7328,KX-KAYAPÓ XIKRIN-2605,009315,9315,196,416,530,,,,,, , , , , , , , ,,,,,,,,9315
7329,KX-KAYAPÓ XIKRIN-2606,009316,9316,25,114,416,530,,,,, , , , , , , , ,,,,,,,,9316
7330,KX-KAYAPÓ XIKRIN-2607,009317,9317,196,416,530,,,,,, , , , , , , , ,,,,,,,,9317
7331,KX-KAYAPÓ XIKRIN-2608,009318,9318,35,416,530,,,,,, , , , , , , , ,,,,,,,,9318
7332,KX-KAYAPÓ XIKRIN-2609,009319,9319,35,416,530,,,,,, , , , , , , , ,,,,,,,,9319
7333,KX-KAYAPÓ XIKRIN-2610,009320,9320,62,151,416,530,,,,, , , , , , , , ,,,,,,,,9320
7334,KX-KAYAPÓ XIKRIN-2611,009321,9321,62,151,416,530,,,,, , , , , , , , ,,,,,,,,9321
7335,KX-KAYAPÓ XIKRIN-2612,009322,9322,62,151,416,530,,,,, , , , , , , , ,,,,,,,,9322
7336,KX-KAYAPÓ XIKRIN-2613,009323,9323,283,416,530,,,,,, , , , , , , , ,,,,,,,,9323
7337,KX-KAYAPÓ XIKRIN-2614,009324,9324,62,151,416,530,,,,, , , , , , , , ,,,,,,,,9324
7338,KX-KAYAPÓ XIKRIN-2615,009325,9325,62,151,416,530,,,,, , , , , , , , ,,,,,,,,9325
7339,KX-KAYAPÓ XIKRIN-2616,009326,9326,62,151,416,530,,,,, , , , , , , , ,,,,,,,,9326
7340,KX-KAYAPÓ XIKRIN-2617,009327,9327,59,196,416,530,,,,, , , , , , , , ,,,,,,,,9327
7341,KX-KAYAPÓ XIKRIN-2618,009328,9328,173,416,530,,,,,, , , , , , , , ,,,,,,,,9328
7342,KX-KAYAPÓ XIKRIN-2619,009329,9329,173,416,530,,,,,, , , , , , , , ,,,,,,,,9329
7343,KX-KAYAPÓ XIKRIN-2620,009330,9330,15,416,,,,,,, , , , , , , , ,,,,,,,,9330
7344,KX-KAYAPÓ XIKRIN-2621,009331,9331,15,416,530,,,,,, , , , , , , , ,,,,,,,,9331
7345,KX-KAYAPÓ XIKRIN-2622,009332,9332,251,416,530,,,,,, , , , , , , , ,,,,,,,,9332
7346,KX-KAYAPÓ XIKRIN-2623,009333,9333,151,416,530,,,,,, , , , , , , , ,,,,,,,,9333
7347,KX-KAYAPÓ XIKRIN-2624,009334,9334,151,416,530,,,,,, , , , , , , , ,,,,,,,,9334
7348,KX-KAYAPÓ XIKRIN-2625,009335,9335,151,416,530,,,,,, , , , , , , , ,,,,,,,,9335
7349,KX-KAYAPÓ XIKRIN-2627,009336,9336,151,416,,,,,,, , , , , , , , ,,,,,,,,9336
7350,KX-KAYAPÓ XIKRIN-2628,009337,9337,172,416,530,,,,,, , , , , , , , ,,,,,,,,9337
7351,KX-KAYAPÓ XIKRIN-2629,009338,9338,263,416,530,,,,,, , , , , , , , ,,,,,,,,9338
7352,KX-KAYAPÓ XIKRIN-2630,009339,9339,263,416,530,,,,,, , , , , , , , ,,,,,,,,9339
7353,KX-KAYAPÓ XIKRIN-2631,009340,9340,263,416,530,,,,,, , , , , , , , ,,,,,,,,9340
7354,KX-KAYAPÓ XIKRIN-2632,009341,9341,263,416,530,,,,,, , , , , , , , ,,,,,,,,9341
7355,KX-KAYAPÓ XIKRIN-2633,009342,9342,416,530,,,,,,, , , , , , , , ,,,,,,,,9342
7356,KX-KAYAPÓ XIKRIN-2634,009343,9343,416,530,,,,,,, , , , , , , , ,,,,,,,,9343
7357,KX-KAYAPÓ XIKRIN-2635,009344,9344,114,416,530,,,,,, , , , , , , , ,,,,,,,,9344
7358,KX-KAYAPÓ XIKRIN-2636,009345,9345,263,416,530,,,,,, , , , , , , , ,,,,,,,,9345
7359,KX-KAYAPÓ XIKRIN-2637,009346,9346,263,416,530,,,,,, , , , , , , , ,,,,,,,,9346
7360,KX-KAYAPÓ XIKRIN-2638,009347,9347,263,416,530,,,,,, , , , , , , , ,,,,,,,,9347
7361,KX-KAYAPÓ XIKRIN-2639,009348,9348,263,416,530,,,,,, , , , , , , , ,,,,,,,,9348
7362,KX-KAYAPÓ XIKRIN-2640,009349,9349,263,416,530,,,,,, , , , , , , , ,,,,,,,,9349
7363,KX-KAYAPÓ XIKRIN-2641,009350,9350,263,416,530,,,,,, , , , , , , , ,,,,,,,,9350
7364,KX-KAYAPÓ XIKRIN-2642,009351,9351,263,416,530,,,,,, , , , , , , , ,,,,,,,,9351
7365,KX-KAYAPÓ XIKRIN-2643,009352,9352,263,416,530,,,,,, , , , , , , , ,,,,,,,,9352
7366,KX-KAYAPÓ XIKRIN-2644,009353,9353,114,416,530,,,,,, , , , , , , , ,,,,,,,,9353
7367,KX-KAYAPÓ XIKRIN-2645,009354,9354,119,416,530,,,,,, , , , , , , , ,,,,,,,,9354
7368,KX-KAYAPÓ XIKRIN-2646,009355,9355,196,416,530,730,,,,, , , , , , , , ,,,,,,,,9355
7369,KX-KAYAPÓ XIKRIN-2647,009356,9356,196,416,530,730,,,,, , , , , , , , ,,,,,,,,9356
7370,KX-KAYAPÓ XIKRIN-2648,009357,9357,18,416,530,730,,,,, , , , , , , , ,,,,,,,,9357
7371,KX-KAYAPÓ XIKRIN-2649,009358,9358,119,416,530,730,,,,, , , , , , , , ,,,,,,,,9358
7372,KX-KAYAPÓ XIKRIN-2650,009359,9359,416,530,730,,,,,, , , , , , , , ,,,,,,,,9359
7373,KX-KAYAPÓ XIKRIN-2651,009360,9360,239,416,530,730,,,,, , , , , , , , ,,,,,,,,9360
7374,KX-KAYAPÓ XIKRIN-2652,009361,9361,58,416,530,,,,,, , , , , , , , ,,,,,,,,9361
7375,KX-KAYAPÓ XIKRIN-2653,009362,9362,72,416,530,,,,,, , , , , , , , ,,,,,,,,9362
7376,KX-KAYAPÓ XIKRIN-2654,009363,9363,72,196,416,530,730,,,, , , , , , , , ,,,,,,,,9363
7377,KX-KAYAPÓ XIKRIN-2655,009364,9364,72,196,416,530,730,,,, , , , , , , , ,,,,,,,,9364
7378,KX-KAYAPÓ XIKRIN-2656,009365,9365,62,72,196,416,530,,,, , , , , , , , ,,,,,,,,9365
7379,KX-KAYAPÓ XIKRIN-2657,009366,9366,72,196,416,530,,,,, , , , , , , , ,,,,,,,,9366
7380,KX-KAYAPÓ XIKRIN-2658,009367,9367,72,196,416,530,,,,, , , , , , , , ,,,,,,,,9367
