nid,title,SGA ACERVO IMAGEM,SGA ACERVO IMAGEM,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,,
5088,KX-KAYAPÓ XIKRIN-0316,006799,6799,119,186,416,,,,,, , , , , , , , ,,,,,,,,6799
5089,KX-KAYAPÓ XIKRIN-0317,006800,6800,94,416,530,,,,,, , , , , , , , ,,,,,,,,6800
5090,KX-KAYAPÓ XIKRIN-0318,006801,6801,119,172,416,,,,,, , , , , , , , ,,,,,,,,6801
5091,KX-KAYAPÓ XIKRIN-0319,006802,6802,58,262,416,530,,,,, , , , , , , , ,,,,,,,,6802
5092,KX-KAYAPÓ XIKRIN-0320,006803,6803,58,262,416,530,,,,, , , , , , , , ,,,,,,,,6803
5093,KX-KAYAPÓ XIKRIN-0321,006804,6804,109,416,530,,,,,, , , , , , , , ,,,,,,,,6804
5094,KX-KAYAPÓ XIKRIN-0322,006805,6805,94,416,530,,,,,, , , , , , , , ,,,,,,,,6805
5095,KX-KAYAPÓ XIKRIN-0323,006806,6806,94,416,530,,,,,, , , , , , , , ,,,,,,,,6806
5096,KX-KAYAPÓ XIKRIN-0324,006807,6807,109,416,,,,,,, , , , , , , , ,,,,,,,,6807
5097,KX-KAYAPÓ XIKRIN-0325,006808,6808,58,416,530,,,,,, , , , , , , , ,,,,,,,,6808
5098,KX-KAYAPÓ XIKRIN-0326,006809,6809,94,416,530,,,,,, , , , , , , , ,,,,,,,,6809
5099,KX-KAYAPÓ XIKRIN-0327,006810,6810,94,416,530,,,,,, , , , , , , , ,,,,,,,,6810
5100,KX-KAYAPÓ XIKRIN-0328,006811,6811,94,416,530,,,,,, , , , , , , , ,,,,,,,,6811
5101,KX-KAYAPÓ XIKRIN-0329,006812,6812,94,416,530,,,,,, , , , , , , , ,,,,,,,,6812
5102,KX-KAYAPÓ XIKRIN-0330,006813,6813,94,416,530,,,,,, , , , , , , , ,,,,,,,,6813
5103,KX-KAYAPÓ XIKRIN-0331,006814,6814,58,416,530,,,,,, , , , , , , , ,,,,,,,,6814
5104,KX-KAYAPÓ XIKRIN-0332,006815,6815,58,416,530,,,,,, , , , , , , , ,,,,,,,,6815
5105,KX-KAYAPÓ XIKRIN-0333,006816,6816,,,,,,,,,,,,,,,,,,,,,,,,
5106,KX-KAYAPÓ XIKRIN-0334,006817,6817,,,,,,,,,,,,,,,,,,,,,,,,
5107,KX-KAYAPÓ XIKRIN-0335,006818,6818,,,,,,,,,,,,,,,,,,,,,,,,
5108,KX-KAYAPÓ XIKRIN-0336,006819,6819,,,,,,,,,,,,,,,,,,,,,,,,
5109,KX-KAYAPÓ XIKRIN-0337,006820,6820,,,,,,,,,,,,,,,,,,,,,,,,
5110,KX-KAYAPÓ XIKRIN-0338,006821,6821,,,,,,,,,,,,,,,,,,,,,,,,
5111,KX-KAYAPÓ XIKRIN-0339,006822,6822,,,,,,,,,,,,,,,,,,,,,,,,
5112,KX-KAYAPÓ XIKRIN-0340,006823,6823,,,,,,,,,,,,,,,,,,,,,,,,
5113,KX-KAYAPÓ XIKRIN-0341,006824,6824,,,,,,,,,,,,,,,,,,,,,,,,
5114,KX-KAYAPÓ XIKRIN-0342,006825,6825,,,,,,,,,,,,,,,,,,,,,,,,
5115,KX-KAYAPÓ XIKRIN-0343,006826,6826,,,,,,,,,,,,,,,,,,,,,,,,
5116,KX-KAYAPÓ XIKRIN-0344,006827,6827,,,,,,,,,,,,,,,,,,,,,,,,
5117,KX-KAYAPÓ XIKRIN-0345,006828,6828,,,,,,,,,,,,,,,,,,,,,,,,
5118,KX-KAYAPÓ XIKRIN-0346,006829,6829,,,,,,,,,,,,,,,,,,,,,,,,
5119,KX-KAYAPÓ XIKRIN-0347,006830,6830,,,,,,,,,,,,,,,,,,,,,,,,
5120,KX-KAYAPÓ XIKRIN-0348,006831,6831,,,,,,,,,,,,,,,,,,,,,,,,
5121,KX-KAYAPÓ XIKRIN-0349,006832,6832,,,,,,,,,,,,,,,,,,,,,,,,
5122,KX-KAYAPÓ XIKRIN-0350,006833,6833,,,,,,,,,,,,,,,,,,,,,,,,
5123,KX-KAYAPÓ XIKRIN-0351,006834,6834,,,,,,,,,,,,,,,,,,,,,,,,
5124,KX-KAYAPÓ XIKRIN-0352,006835,6835,,,,,,,,,,,,,,,,,,,,,,,,
5125,KX-KAYAPÓ XIKRIN-0353,006836,6836,,,,,,,,,,,,,,,,,,,,,,,,
5126,KX-KAYAPÓ XIKRIN-0354,006837,6837,,,,,,,,,,,,,,,,,,,,,,,,
5127,KX-KAYAPÓ XIKRIN-0355,006838,6838,,,,,,,,,,,,,,,,,,,,,,,,
5128,KX-KAYAPÓ XIKRIN-0356,006839,6839,,,,,,,,,,,,,,,,,,,,,,,,
5129,KX-KAYAPÓ XIKRIN-0357,006840,6840,,,,,,,,,,,,,,,,,,,,,,,,
5130,KX-KAYAPÓ XIKRIN-0358,006841,6841,,,,,,,,,,,,,,,,,,,,,,,,
5131,KX-KAYAPÓ XIKRIN-0359,006842,6842,,,,,,,,,,,,,,,,,,,,,,,,
5132,KX-KAYAPÓ XIKRIN-0360,006843,6843,,,,,,,,,,,,,,,,,,,,,,,,
5133,KX-KAYAPÓ XIKRIN-0361,006844,6844,248,416,530,,,,,, , , , , , , , ,,,,,,,,6844
5134,KX-KAYAPÓ XIKRIN-0362,006845,6845,248,416,530,,,,,, , , , , , , , ,,,,,,,,6845
5135,KX-KAYAPÓ XIKRIN-0363,006846,6846,62,416,530,,,,,, , , , , , , , ,,,,,,,,6846
5136,KX-KAYAPÓ XIKRIN-0364,006847,6847,119,416,530,,,,,, , , , , , , , ,,,,,,,,6847
5137,KX-KAYAPÓ XIKRIN-0365,006848,6848,31,119,416,530,,,,, , , , , , , , ,,,,,,,,6848
5138,KX-KAYAPÓ XIKRIN-0366,006849,6849,58,62,416,530,,,,, , , , , , , , ,,,,,,,,6849
5139,KX-KAYAPÓ XIKRIN-0367,006850,6850,62,416,530,,,,,, , , , , , , , ,,,,,,,,6850
5140,KX-KAYAPÓ XIKRIN-0368,006851,6851,119,172,416,530,,,,, , , , , , , , ,,,,,,,,6851
5141,KX-KAYAPÓ XIKRIN-0369,006852,6852,114,416,530,,,,,, , , , , , , , ,,,,,,,,6852
5142,KX-KAYAPÓ XIKRIN-0370,006853,6853,25,114,416,530,,,,, , , , , , , , ,,,,,,,,6853
5143,KX-KAYAPÓ XIKRIN-0371,006854,6854,25,114,416,530,,,,, , , , , , , , ,,,,,,,,6854
5144,KX-KAYAPÓ XIKRIN-0372,006855,6855,58,114,416,530,,,,, , , , , , , , ,,,,,,,,6855
5145,KX-KAYAPÓ XIKRIN-0373,006856,6856,58,114,416,530,,,,, , , , , , , , ,,,,,,,,6856
5146,KX-KAYAPÓ XIKRIN-0374,006857,6857,58,114,416,530,,,,, , , , , , , , ,,,,,,,,6857
5147,KX-KAYAPÓ XIKRIN-0375,006858,6858,58,416,530,,,,,, , , , , , , , ,,,,,,,,6858
5148,KX-KAYAPÓ XIKRIN-0376,006859,6859,58,416,530,,,,,, , , , , , , , ,,,,,,,,6859
5149,KX-KAYAPÓ XIKRIN-0377,006860,6860,151,416,530,,,,,, , , , , , , , ,,,,,,,,6860
5150,KX-KAYAPÓ XIKRIN-0378,006861,6861,8,59,416,530,,,,, , , , , , , , ,,,,,,,,6861
5151,KX-KAYAPÓ XIKRIN-0379,006862,6862,8,416,530,,,,,, , , , , , , , ,,,,,,,,6862
5152,KX-KAYAPÓ XIKRIN-0380,006863,6863,8,9,416,530,,,,, , , , , , , , ,,,,,,,,6863
5153,KX-KAYAPÓ XIKRIN-0381,006864,6864,8,9,416,530,,,,, , , , , , , , ,,,,,,,,6864
5154,KX-KAYAPÓ XIKRIN-0382,006865,6865,8,9,416,530,,,,, , , , , , , , ,,,,,,,,6865
5155,KX-KAYAPÓ XIKRIN-0383,006866,6866,263,416,530,,,,,, , , , , , , , ,,,,,,,,6866
5156,KX-KAYAPÓ XIKRIN-0384,006867,6867,263,416,530,,,,,, , , , , , , , ,,,,,,,,6867
5157,KX-KAYAPÓ XIKRIN-0385,006868,6868,263,416,530,,,,,, , , , , , , , ,,,,,,,,6868
5158,KX-KAYAPÓ XIKRIN-0386,006869,6869,263,416,530,,,,,, , , , , , , , ,,,,,,,,6869
5159,KX-KAYAPÓ XIKRIN-0387,006870,6870,263,416,530,,,,,, , , , , , , , ,,,,,,,,6870
5160,KX-KAYAPÓ XIKRIN-0388,006871,6871,263,416,530,,,,,, , , , , , , , ,,,,,,,,6871
5161,KX-KAYAPÓ XIKRIN-0389,006872,6872,263,282,416,530,,,,, , , , , , , , ,,,,,,,,6872
5162,KX-KAYAPÓ XIKRIN-0390,006873,6873,263,282,416,530,,,,, , , , , , , , ,,,,,,,,6873
5163,KX-KAYAPÓ XIKRIN-0391,006874,6874,5,416,,,,,,, , , , , , , , ,,,,,,,,6874
5164,KX-KAYAPÓ XIKRIN-0392,006875,6875,114,166,416,530,,,,, , , , , , , , ,,,,,,,,6875
5165,KX-KAYAPÓ XIKRIN-0393,006876,6876,114,166,416,530,,,,, , , , , , , , ,,,,,,,,6876
5166,KX-KAYAPÓ XIKRIN-0394,006877,6877,148,416,,,,,,, , , , , , , , ,,,,,,,,6877
5167,KX-KAYAPÓ XIKRIN-0395,006878,6878,15,148,416,,,,,, , , , , , , , ,,,,,,,,6878
5168,KX-KAYAPÓ XIKRIN-0396,006879,6879,148,416,,,,,,, , , , , , , , ,,,,,,,,6879
5169,KX-KAYAPÓ XIKRIN-0397,006880,6880,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6880
5170,KX-KAYAPÓ XIKRIN-0398,006881,6881,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6881
5171,KX-KAYAPÓ XIKRIN-0399,006882,6882,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6882
5172,KX-KAYAPÓ XIKRIN-0400,006883,6883,173,416,530,,,,,, , , , , , , , ,,,,,,,,6883
5173,KX-KAYAPÓ XIKRIN-0401,006884,6884,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6884
5174,KX-KAYAPÓ XIKRIN-0402,006885,6885,62,416,530,730,,,,, , , , , , , , ,,,,,,,,6885
5175,KX-KAYAPÓ XIKRIN-0403,006886,6886,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6886
5176,KX-KAYAPÓ XIKRIN-0404,006887,6887,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6887
5177,KX-KAYAPÓ XIKRIN-0405,006888,6888,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6888
5178,KX-KAYAPÓ XIKRIN-0406,006889,6889,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6889
5179,KX-KAYAPÓ XIKRIN-0407,006890,6890,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6890
5180,KX-KAYAPÓ XIKRIN-0408,006891,6891,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6891
5181,KX-KAYAPÓ XIKRIN-0409,006892,6892,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6892
5182,KX-KAYAPÓ XIKRIN-0410,006893,6893,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6893
5183,KX-KAYAPÓ XIKRIN-0411,006894,6894,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6894
5184,KX-KAYAPÓ XIKRIN-0412,006895,6895,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6895
5185,KX-KAYAPÓ XIKRIN-0413,006896,6896,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6896
5186,KX-KAYAPÓ XIKRIN-0414,006897,6897,56,172,196,530,,,,, , , , , , , , ,,,,,,,,6897
5187,KX-KAYAPÓ XIKRIN-0415,006898,6898,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6898
5188,KX-KAYAPÓ XIKRIN-0416,006899,6899,172,196,416,530,,,,, , , , , , , , ,,,,,,,,6899
5189,KX-KAYAPÓ XIKRIN-0417,006900,6900,114,416,530,,,,,, , , , , , , , ,,,,,,,,6900
5190,KX-KAYAPÓ XIKRIN-0418,006901,6901,114,416,530,,,,,, , , , , , , , ,,,,,,,,6901
5191,KX-KAYAPÓ XIKRIN-0419,006902,6902,58,114,416,530,,,,, , , , , , , , ,,,,,,,,6902
5192,KX-KAYAPÓ XIKRIN-0420,006903,6903,58,114,416,530,,,,, , , , , , , , ,,,,,,,,6903
5193,KX-KAYAPÓ XIKRIN-0421,006904,6904,58,62,114,416,530,,,, , , , , , , , ,,,,,,,,6904
5194,KX-KAYAPÓ XIKRIN-0422,006905,6905,58,416,530,,,,,, , , , , , , , ,,,,,,,,6905
5195,KX-KAYAPÓ XIKRIN-0423,006906,6906,58,196,416,530,,,,, , , , , , , , ,,,,,,,,6906
5196,KX-KAYAPÓ XIKRIN-0424,006907,6907,196,416,530,,,,,, , , , , , , , ,,,,,,,,6907
5197,KX-KAYAPÓ XIKRIN-0425,006908,6908,58,114,416,530,,,,, , , , , , , , ,,,,,,,,6908
5198,KX-KAYAPÓ XIKRIN-0426,006909,6909,101,114,416,530,,,,, , , , , , , , ,,,,,,,,6909
5199,KX-KAYAPÓ XIKRIN-0427,006910,6910,62,416,530,,,,,, , , , , , , , ,,,,,,,,6910
5200,KX-KAYAPÓ XIKRIN-0428,006911,6911,58,101,416,530,,,,, , , , , , , , ,,,,,,,,6911
5201,KX-KAYAPÓ XIKRIN-0429,006912,6912,58,115,416,530,,,,, , , , , , , , ,,,,,,,,6912
5202,KX-KAYAPÓ XIKRIN-0430,006913,6913,34,416,530,,,,,, , , , , , , , ,,,,,,,,6913
5203,KX-KAYAPÓ XIKRIN-0431,006914,6914,34,416,530,,,,,, , , , , , , , ,,,,,,,,6914
5204,KX-KAYAPÓ XIKRIN-0432,006915,6915,34,416,530,,,,,, , , , , , , , ,,,,,,,,6915
5205,KX-KAYAPÓ XIKRIN-0433,006916,6916,62,119,416,530,,,,, , , , , , , , ,,,,,,,,6916
5206,KX-KAYAPÓ XIKRIN-0434,006917,6917,58,416,530,,,,,, , , , , , , , ,,,,,,,,6917
5207,KX-KAYAPÓ XIKRIN-0435,006918,6918,58,416,530,,,,,, , , , , , , , ,,,,,,,,6918
5208,KX-KAYAPÓ XIKRIN-0436,006919,6919,114,416,530,,,,,, , , , , , , , ,,,,,,,,6919
5209,KX-KAYAPÓ XIKRIN-0437,006920,6920,11,416,530,,,,,, , , , , , , , ,,,,,,,,6920
5210,KX-KAYAPÓ XIKRIN-0438,006921,6921,59,416,530,,,,,, , , , , , , , ,,,,,,,,6921
5211,KX-KAYAPÓ XIKRIN-0439,006922,6922,34,416,530,,,,,, , , , , , , , ,,,,,,,,6922
5212,KX-KAYAPÓ XIKRIN-0440,006923,6923,8,59,416,530,,,,, , , , , , , , ,,,,,,,,6923
5213,KX-KAYAPÓ XIKRIN-0441,006924,6924,232,287,416,,,,,, , , , , , , , ,,,,,,,,6924
5214,KX-KAYAPÓ XIKRIN-0442,006925,6925,58,115,416,530,,,,, , , , , , , , ,,,,,,,,6925
5215,KX-KAYAPÓ XIKRIN-0443,006926,6926,172,416,530,,,,,, , , , , , , , ,,,,,,,,6926
5216,KX-KAYAPÓ XIKRIN-0444,006927,6927,62,283,416,530,,,,, , , , , , , , ,,,,,,,,6927
5217,KX-KAYAPÓ XIKRIN-0445,006928,6928,283,416,530,,,,,, , , , , , , , ,,,,,,,,6928
5218,KX-KAYAPÓ XIKRIN-0446,006929,6929,62,196,416,530,730,,,, , , , , , , , ,,,,,,,,6929
5219,KX-KAYAPÓ XIKRIN-0447,006930,6930,416,530,730,,,,,, , , , , , , , ,,,,,,,,6930
5220,KX-KAYAPÓ XIKRIN-0448,006931,6931,119,416,530,730,,,,, , , , , , , , ,,,,,,,,6931
5221,KX-KAYAPÓ XIKRIN-0449,006932,6932,119,416,530,,,,,, , , , , , , , ,,,,,,,,6932
5222,KX-KAYAPÓ XIKRIN-0450,006933,6933,119,416,530,,,,,, , , , , , , , ,,,,,,,,6933
5223,KX-KAYAPÓ XIKRIN-0451,006934,6934,119,416,530,,,,,, , , , , , , , ,,,,,,,,6934
5224,KX-KAYAPÓ XIKRIN-0452,006935,6935,34,416,530,,,,,, , , , , , , , ,,,,,,,,6935
5225,KX-KAYAPÓ XIKRIN-0453,006936,6936,34,416,530,,,,,, , , , , , , , ,,,,,,,,6936
5226,KX-KAYAPÓ XIKRIN-0454,006937,6937,9,416,530,,,,,, , , , , , , , ,,,,,,,,6937
5227,KX-KAYAPÓ XIKRIN-0455,006938,6938,34,416,530,,,,,, , , , , , , , ,,,,,,,,6938
5228,KX-KAYAPÓ XIKRIN-0456,006939,6939,114,416,530,,,,,, , , , , , , , ,,,,,,,,6939
5229,KX-KAYAPÓ XIKRIN-0457,006940,6940,151,416,530,,,,,, , , , , , , , ,,,,,,,,6940
5230,KX-KAYAPÓ XIKRIN-0458,006941,6941,48,151,416,530,,,,, , , , , , , , ,,,,,,,,6941
5231,KX-KAYAPÓ XIKRIN-0459,006942,6942,148,416,,,,,,, , , , , , , , ,,,,,,,,6942
5232,KX-KAYAPÓ XIKRIN-0460,006943,6943,263,416,530,,,,,, , , , , , , , ,,,,,,,,6943
5233,KX-KAYAPÓ XIKRIN-0461,006944,6944,263,416,530,,,,,, , , , , , , , ,,,,,,,,6944
5234,KX-KAYAPÓ XIKRIN-0462,006945,6945,263,416,530,,,,,, , , , , , , , ,,,,,,,,6945
5235,KX-KAYAPÓ XIKRIN-0463,006946,6946,58,416,530,,,,,, , , , , , , , ,,,,,,,,6946
5236,KX-KAYAPÓ XIKRIN-0464,006947,6947,9,282,416,530,,,,, , , , , , , , ,,,,,,,,6947
5237,KX-KAYAPÓ XIKRIN-0465,006948,6948,263,416,530,,,,,, , , , , , , , ,,,,,,,,6948
5238,KX-KAYAPÓ XIKRIN-0466,006949,6949,59,416,530,,,,,, , , , , , , , ,,,,,,,,6949
5239,KX-KAYAPÓ XIKRIN-0467,006950,6950,59,416,530,,,,,, , , , , , , , ,,,,,,,,6950
5240,KX-KAYAPÓ XIKRIN-0468,006951,6951,196,416,530,730,,,,, , , , , , , , ,,,,,,,,6951
5241,KX-KAYAPÓ XIKRIN-0469,006952,6952,196,416,530,730,,,,, , , , , , , , ,,,,,,,,6952
5242,KX-KAYAPÓ XIKRIN-0470,006953,6953,416,530,,,,,,, , , , , , , , ,,,,,,,,6953
5243,KX-KAYAPÓ XIKRIN-0471,006954,6954,72,416,530,,,,,, , , , , , , , ,,,,,,,,6954
5244,KX-KAYAPÓ XIKRIN-0472,006955,6955,72,416,530,,,,,, , , , , , , , ,,,,,,,,6955
5245,KX-KAYAPÓ XIKRIN-0473,006956,6956,416,530,,,,,,, , , , , , , , ,,,,,,,,6956
5246,KX-KAYAPÓ XIKRIN-0474,006957,6957,62,196,416,530,730,,,, , , , , , , , ,,,,,,,,6957
5247,KX-KAYAPÓ XIKRIN-0475,006958,6958,62,196,416,530,730,,,, , , , , , , , ,,,,,,,,6958
5248,KX-KAYAPÓ XIKRIN-0476,006959,6959,196,416,530,730,,,,, , , , , , , , ,,,,,,,,6959
5249,KX-KAYAPÓ XIKRIN-0477,006960,6960,62,119,416,530,,,,, , , , , , , , ,,,,,,,,6960
5250,KX-KAYAPÓ XIKRIN-0478,006961,6961,35,416,530,,,,,, , , , , , , , ,,,,,,,,6961
5251,KX-KAYAPÓ XIKRIN-0479,006962,6962,35,416,530,,,,,, , , , , , , , ,,,,,,,,6962
5252,KX-KAYAPÓ XIKRIN-0480,006963,6963,58,416,530,,,,,, , , , , , , , ,,,,,,,,6963
5253,KX-KAYAPÓ XIKRIN-0481,006964,6964,18,48,416,530,,,,, , , , , , , , ,,,,,,,,6964
5254,KX-KAYAPÓ XIKRIN-0482,006965,6965,48,416,530,,,,,, , , , , , , , ,,,,,,,,6965
5255,KX-KAYAPÓ XIKRIN-0483,006966,6966,172,416,530,,,,,, , , , , , , , ,,,,,,,,6966
5256,KX-KAYAPÓ XIKRIN-0484,006967,6967,263,416,530,,,,,, , , , , , , , ,,,,,,,,6967
5257,KX-KAYAPÓ XIKRIN-0485,006968,6968,58,416,530,,,,,, , , , , , , , ,,,,,,,,6968
5258,KX-KAYAPÓ XIKRIN-0486,006969,6969,58,416,530,,,,,, , , , , , , , ,,,,,,,,6969
5259,KX-KAYAPÓ XIKRIN-0487,006970,6970,58,416,530,,,,,, , , , , , , , ,,,,,,,,6970
5260,KX-KAYAPÓ XIKRIN-0488,006971,6971,62,416,530,,,,,, , , , , , , , ,,,,,,,,6971
5261,KX-KAYAPÓ XIKRIN-0489,006972,6972,62,416,530,,,,,, , , , , , , , ,,,,,,,,6972
5262,KX-KAYAPÓ XIKRIN-0490,006973,6973,62,416,530,,,,,, , , , , , , , ,,,,,,,,6973
5263,KX-KAYAPÓ XIKRIN-0491,006974,6974,62,416,530,,,,,, , , , , , , , ,,,,,,,,6974
5264,KX-KAYAPÓ XIKRIN-0492,006975,6975,62,416,530,,,,,, , , , , , , , ,,,,,,,,6975
5265,KX-KAYAPÓ XIKRIN-0493,006976,6976,62,416,530,,,,,, , , , , , , , ,,,,,,,,6976
5266,KX-KAYAPÓ XIKRIN-0494,006977,6977,62,172,416,530,,,,, , , , , , , , ,,,,,,,,6977
5267,KX-KAYAPÓ XIKRIN-0495,006978,6978,62,172,416,530,,,,, , , , , , , , ,,,,,,,,6978
5268,KX-KAYAPÓ XIKRIN-0496,006979,6979,58,101,416,530,,,,, , , , , , , , ,,,,,,,,6979
5269,KX-KAYAPÓ XIKRIN-0497,006980,6980,62,119,416,530,,,,, , , , , , , , ,,,,,,,,6980
5270,KX-KAYAPÓ XIKRIN-0498,006981,6981,58,101,416,530,,,,, , , , , , , , ,,,,,,,,6981
5271,KX-KAYAPÓ XIKRIN-0499,006982,6982,31,119,416,530,,,,, , , , , , , , ,,,,,,,,6982
5272,KX-KAYAPÓ XIKRIN-0500,006983,6983,62,119,416,530,,,,, , , , , , , , ,,,,,,,,6983
5273,KX-KAYAPÓ XIKRIN-0501,006984,6984,62,416,530,,,,,, , , , , , , , ,,,,,,,,6984
5274,KX-KAYAPÓ XIKRIN-0502,006985,6985,62,172,416,530,,,,, , , , , , , , ,,,,,,,,6985
5275,KX-KAYAPÓ XIKRIN-0503,006986,6986,62,172,196,416,530,,,, , , , , , , , ,,,,,,,,6986
5276,KX-KAYAPÓ XIKRIN-0504,006987,6987,62,196,416,530,,,,, , , , , , , , ,,,,,,,,6987
5277,KX-KAYAPÓ XIKRIN-0505,006988,6988,62,416,530,,,,,, , , , , , , , ,,,,,,,,6988
5278,KX-KAYAPÓ XIKRIN-0506,006989,6989,62,196,416,530,,,,, , , , , , , , ,,,,,,,,6989
5279,KX-KAYAPÓ XIKRIN-0507,006990,6990,62,196,416,530,730,,,, , , , , , , , ,,,,,,,,6990
5280,KX-KAYAPÓ XIKRIN-0508,006991,6991,62,196,416,530,,,,, , , , , , , , ,,,,,,,,6991
5281,KX-KAYAPÓ XIKRIN-0509,006992,6992,62,196,416,530,,,,, , , , , , , , ,,,,,,,,6992
5282,KX-KAYAPÓ XIKRIN-0510,006993,6993,62,416,530,,,,,, , , , , , , , ,,,,,,,,6993
5283,KX-KAYAPÓ XIKRIN-0511,006994,6994,62,416,530,730,,,,, , , , , , , , ,,,,,,,,6994
5284,KX-KAYAPÓ XIKRIN-0512,006995,6995,115,416,530,,,,,, , , , , , , , ,,,,,,,,6995
5285,KX-KAYAPÓ XIKRIN-0513,006996,6996,172,173,416,530,,,,, , , , , , , , ,,,,,,,,6996
5286,KX-KAYAPÓ XIKRIN-0514,006997,6997,62,416,530,,,,,, , , , , , , , ,,,,,,,,6997
5287,KX-KAYAPÓ XIKRIN-0515,006998,6998,371,416,530,,,,,, , , , , , , , ,,,,,,,,6998
5288,KX-KAYAPÓ XIKRIN-0516,006999,6999,371,416,530,,,,,, , , , , , , , ,,,,,,,,6999
5289,KX-KAYAPÓ XIKRIN-0517,007000,7000,115,173,416,530,,,,, , , , , , , , ,,,,,,,,7000
5290,KX-KAYAPÓ XIKRIN-0518,007001,7001,115,416,530,,,,,, , , , , , , , ,,,,,,,,7001
5291,KX-KAYAPÓ XIKRIN-0519,007002,7002,61,416,530,,,,,, , , , , , , , ,,,,,,,,7002
5292,KX-KAYAPÓ XIKRIN-0520,007003,7003,416,530,720,,,,,, , , , , , , , ,,,,,,,,7003
5293,KX-KAYAPÓ XIKRIN-0521,007004,7004,416,530,720,,,,,, , , , , , , , ,,,,,,,,7004
5294,KX-KAYAPÓ XIKRIN-0522,007005,7005,416,530,720,,,,,, , , , , , , , ,,,,,,,,7005
5295,KX-KAYAPÓ XIKRIN-0523,007006,7006,416,530,720,,,,,, , , , , , , , ,,,,,,,,7006
5296,KX-KAYAPÓ XIKRIN-0524,007007,7007,416,530,720,,,,,, , , , , , , , ,,,,,,,,7007
5297,KX-KAYAPÓ XIKRIN-0525,007008,7008,264,416,530,,,,,, , , , , , , , ,,,,,,,,7008
5298,KX-KAYAPÓ XIKRIN-0526,007009,7009,61,416,530,,,,,, , , , , , , , ,,,,,,,,7009
5299,KX-KAYAPÓ XIKRIN-0527,007010,7010,282,416,530,,,,,, , , , , , , , ,,,,,,,,7010
5300,KX-KAYAPÓ XIKRIN-0528,007011,7011,263,416,530,,,,,, , , , , , , , ,,,,,,,,7011
5301,KX-KAYAPÓ XIKRIN-0529,007012,7012,263,416,530,,,,,, , , , , , , , ,,,,,,,,7012
5302,KX-KAYAPÓ XIKRIN-0530,007013,7013,263,416,530,,,,,, , , , , , , , ,,,,,,,,7013
5303,KX-KAYAPÓ XIKRIN-0531,007014,7014,58,416,530,,,,,, , , , , , , , ,,,,,,,,7014
5304,KX-KAYAPÓ XIKRIN-0532,007015,7015,58,416,530,,,,,, , , , , , , , ,,,,,,,,7015
5305,KX-KAYAPÓ XIKRIN-0533,007016,7016,58,59,416,530,,,,, , , , , , , , ,,,,,,,,7016
5306,KX-KAYAPÓ XIKRIN-0534,007017,7017,58,59,416,530,,,,, , , , , , , , ,,,,,,,,7017
5307,KX-KAYAPÓ XIKRIN-0535,007018,7018,58,59,416,530,,,,, , , , , , , , ,,,,,,,,7018
5308,KX-KAYAPÓ XIKRIN-0536,007019,7019,196,416,530,,,,,, , , , , , , , ,,,,,,,,7019
5309,KX-KAYAPÓ XIKRIN-0537,007020,7020,196,416,530,,,,,, , , , , , , , ,,,,,,,,7020
5310,KX-KAYAPÓ XIKRIN-0538,007021,7021,172,196,416,530,,,,, , , , , , , , ,,,,,,,,7021
5311,KX-KAYAPÓ XIKRIN-0539,007022,7022,172,196,416,530,,,,, , , , , , , , ,,,,,,,,7022
5312,KX-KAYAPÓ XIKRIN-0540,007023,7023,172,196,416,530,,,,, , , , , , , , ,,,,,,,,7023
5313,KX-KAYAPÓ XIKRIN-0541,007024,7024,172,196,416,530,,,,, , , , , , , , ,,,,,,,,7024
5314,KX-KAYAPÓ XIKRIN-0542,007025,7025,172,196,416,530,,,,, , , , , , , , ,,,,,,,,7025
5315,KX-KAYAPÓ XIKRIN-0543,007026,7026,172,196,416,530,,,,, , , , , , , , ,,,,,,,,7026
5316,KX-KAYAPÓ XIKRIN-0544,007027,7027,172,196,416,530,,,,, , , , , , , , ,,,,,,,,7027
5317,KX-KAYAPÓ XIKRIN-0545,007028,7028,172,196,416,530,,,,, , , , , , , , ,,,,,,,,7028
5318,KX-KAYAPÓ XIKRIN-0546,007029,7029,172,196,416,530,,,,, , , , , , , , ,,,,,,,,7029
5319,KX-KAYAPÓ XIKRIN-0547,007030,7030,172,196,416,530,,,,, , , , , , , , ,,,,,,,,7030
