nid,title,SGA_ACERVO_VIDEO,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor
1554,É TUDO NOSSO!  O HIP HOP FAZENDO HISTÓRIA.,2019,37,544,689,753,,,,,,,,,,,,,,,,,,,
1555,"""POVO LINDO,POVO INTELIGENTE ! "" O SARAU DA COOPERIFA",2020,37,136,544,753,,,,,,,,,,,,,,,,,,,
1556,ORSON WELLES- THE AMERICAM FILM INSTITUTE,2021,37,544,,,,,,,,,,,,,,,,,,,,,
1557,"GAROTO SELVAGEM,O",2022,38,220,569,,,,,,,,,,,,,,,,,,,,
1558,NARCOTICS,2023,239,249,442,,,,,,,,,,,,,,,,,,,,
1559,TECIDO MEMÓRIA,2024,114,258,271,419,,,,,,,,,,,,,,,,,,,
1560,UMA LUTA CONTRA A MALARIA,2025,248,270,,,,,,,,,,,,,,,,,,,,,
1561,CASA DA FARINHA,2026,101,262,272,,,,,,,,,,,,,,,,,,,,
1562,CIRCO NA FLORESTA,2027,,,,,,,,,,,,,,,,,,,,,,,
1563,EU O VINIL E O RESTO DO MUNDO,2028,544,689,753,,,,,,,,,,,,,,,,,,,,
1564,OLHO DA GENTE,2029,66,262,439,,,,,,,,,,,,,,,,,,,,
1565,VENENO,2030,36,41,,,,,,,,,,,,,,,,,,,,,
1566,"VIA LACTEA, DIALETICA",2031,36,37,439,,,,,,,,,,,,,,,,,,,,
1567,"SANGUE DA TERRA ,O",2032,439,,,,,,,,,,,,,,,,,,,,,,
1568,ÉLOGE DU RETOUR,2033,37,347,,,,,,,,,,,,,,,,,,,,,
1569,"CABANA EM MARTE, UMA",2034,44,620,622,,,,,,,,,,,,,,,,,,,,
1570,ESPRITS DE FAMILLE,2035,37,620,,,,,,,,,,,,,,,,,,,,,
1571,L’ÈCOLE À L’HÔPITAL,2036,37,81,620,,,,,,,,,,,,,,,,,,,,
1572,IKALUKTUTIAQ EN AVRIL,2037,,,,,,,,,,,,,,,,,,,,,,,
1573,QUEM SÃO ELAS?,2038,37,294,,,,,,,,,,,,,,,,,,,,,
1574,"MARGEM DO CORPO, A",2091,378,172,294,,,,,,,,,,,,,,,,,,,,
1575,HABEAS CORPUS,2041,37,294,378,,,,,,,,,,,,,,,,,,,,
1576,UMA HISTÓRIA SEVERINA,2039,37,294,419,,,,,,,,,,,,,,,,,,,,
1577,SOLITÁRIO ANÔNIMO,2040,130,166,,,,,,,,,,,,,,,,,,,,,
1578,"CASA DOS MORTOS, A",2042,37,166,218,,,,,,,,,,,,,,,,,,,,
1579,QUE VIVA GLAUBER!,2043,36,37,190,,,,,,,,,,,,,,,,,,,,
1580,ORQUESTA SINFÔNICA DE SÃO PAULO [ SÉRIE HISTÓRIAS DA MÚSICA],2044,37,177,181,,,,,,,,,,,,,,,,,,,,
1581,"ARVORE DA FORTUNA,A",2045,80,142,313,,,,,,,,,,,,,,,,,,,,
1582,DAVI CONTRA GOLIAS,2046,94,139,425,454,,,,,,,,,,,,,,,,,,,
1583,TEATRO AMAZONAS,2047,117,268,324,,,,,,,,,,,,,,,,,,,,
1584,ONDE JAZ O TEU SORRISO,2048,36,657,,,,,,,,,,,,,,,,,,,,,
1585,"SANGUE, O",2049,38,630,,,,,,,,,,,,,,,,,,,,,
1586,A TRADIÇÃO DO BARÁ DO MERCADO PÚBLICO - OS CAMINHOS INVISÍVEIS DO NEGRO EM PORTO ALEGRE,2050,186,221,431,,,,,,,,,,,,,,,,,,,,
1587,DO CONCRETO AO PÓ,2051,50,114,431,,,,,,,,,,,,,,,,,,,,
1588,TENONDE'I - UM FUTURO BONITO,2052,62,177,427,439,660,,,,,,,,,,,,,,,,,,
1589,UMA LISAN BAKAL MAUSOKO MAUTETE,2053,120,221,239,589,,,,,,,,,,,,,,,,,,,
1590,MESTRE BOREL E A ANCESTRALIDADE NEGRA EM PORTO ALEGRE,2054,50,153,186,431,,,,,,,,,,,,,,,,,,,
1591,CINEMA&ANTROPOLOGIA-8: POMBA GIRA,2055,172,228,598,,,,,,,,,,,,,,,,,,,,
1592,NIWATHIMA,2056,94,240,378,413,698,,,,,,,,,,,,,,,,,,
1593,BRINCANTES,2057,62,81,717,,,,,,,,,,,,,,,,,,,,
1594,LEOPOLDO BARTOLOMÉ: POR UMA MISIONES ANTROPOLÓGICA,2058,153,579,601,,,,,,,,,,,,,,,,,,,,
1595,PROMESSA PANKARARU,2059,239,419,456,,,,,,,,,,,,,,,,,,,,
1596,MULAQAT,2061,116,177,180,358,544,,,,,,,,,,,,,,,,,,
1597,ALEM DO QUE SE VÊ - NITEROI,2060,81,139,266,756,,,,,,,,,,,,,,,,,,,
1598,QUEM FOI QUE DISSE QUE NO MAR NÃO TEM PEIXE,2062,139,266,756,,,,,,,,,,,,,,,,,,,,
1599,PROCURA-SE,2063,139,153,266,756,,,,,,,,,,,,,,,,,,,
1600,ENCONTRO DAS ÁGUAS,2064,81,139,266,,,,,,,,,,,,,,,,,,,,
1601,MAR CIGANO,2065,81,114,139,,,,,,,,,,,,,,,,,,,,
1602,BARRA VIVA,2066,48,50,116,153,,,,,,,,,,,,,,,,,,,
1603,DO LADO DE CÁ,2067,80,139,758,,,,,,,,,,,,,,,,,,,,
1604,VENTO CORREDOR,2068,114,139,758,,,,,,,,,,,,,,,,,,,,
1605,PERAMBULANTE,2069,280,381,715,758,,,,,,,,,,,,,,,,,,,
1606,O QUE DEUS DEIXOU,2070,31,332,544,,,,,,,,,,,,,,,,,,,,
1607,"QUEM É DE MARISCAR, É DE MARISCAR",2071,1,270,281,325,,,,,,,,,,,,,,,,,,,
1608,"SABER QUE A GENTE SABE,O",2072,,,,,,,,,,,,,,,,,,,,,,,
1609,OUTRA CIDADE,2073,50,114,120,655,759,,,,,,,,,,,,,,,,,,
1610,GUARDA DE CONGO FEMININA NOSSA SENHORA DO ROSÁRIO: FESTA DE OUTUBRO DE 2008,2074,67,102,221,229,239,714,,,,,,,,,,,,,,,,,
1611,LINHA DO TUCUM - A LINHA DA LEALDADE,2075,31,139,313,,,,,,,,,,,,,,,,,,,,
1612,"NICE, DOMÉSTICA NO BRASIL",2076,172,270,305,,,,,,,,,,,,,,,,,,,,
1613,DEPOIS ROLA O MOCOTÓ,2080,114,363,598,,,,,,,,,,,,,,,,,,,,
1614,DE SAINHA ELAS VÊM,2081,160,284,363,442,598,,,,,,,,,,,,,,,,,,
1615,ASSEMBLÉIA NACIONAL 2005,2082,37,153,202,332,,,,,,,,,,,,,,,,,,,
1616,SEVERA ROMANA,2083,117,153,172,284,416,,,,,,,,,,,,,,,,,,
1617, ACONTECÊNCIAS,2092,596,413,,,,,,,,,,,,,,,,,,,,,
1618,KAMBÔ... A VACINA DO SAPO,2079,239,249,285,322,723,,,,,,,,,,,,,,,,,,
1619,REVELANDO OS MUSEUS DO RIO: CONSERVATÓRIA,2078,176,180,598,,,,,,,,,,,,,,,,,,,,
1620,AWÁ-GUAJÁ: UM POVO INDÍGENA,2077,80,93,412,531,,,,,,,,,,,,,,,,,,,
1621,"SOBRENOME VIET, NOME NAM",2085,153,601,739,,,,,,,,,,,,,,,,,,,,
1622,ADIVINHE OS CONTEÚDOS,2086,118,361,569,760,,,,,,,,,,,,,,,,,,,
1623,"CONTO DE AMOR, UM",2087,199,310,544,,,,,,,,,,,,,,,,,,,,
1624,NAÇÃO LASCADA DE VÉIO: A GLÓRIA DO SERTÃO,2088,114,429,,,,,,,,,,,,,,,,,,,,,
1625,"GUARDADO,O",2089,595,161,414,,,,,,,,,,,,,,,,,,,,
1626,VER-O-PESO,2090,66,,,,,,,,,,,,,,,,,,,,,,
1627,CINEMA CARA DURA,2093,332,36,,,,,,,,,,,,,,,,,,,,,
1628,GRAJAÚ NA CONSTRUÇÃO DA PAZ,2094,50,284,427,544,,,,,,,,,,,,,,,,,,,
1629,"TERRA DEU, TERRA COME",2097,239,153,415,,,,,,,,,,,,,,,,,,,,
1630,PROFISSÃO MC,2098,177,427,286,,,,,,,,,,,,,,,,,,,,
1631,É TUDO NOSSO -o hip-hop fazendo história,2099,177,689,428,,,,,,,,,,,,,,,,,,,,
1632,POVO LINDO POVO INTELIGENTE - O SARAU DA COOPERIFA,2100,136,428,132,,,,,,,,,,,,,,,,,,,,
1633,"FERREZ, LITERATURA E RESISTÊNCIA",2101,427,132,200,136,,,,,,,,,,,,,,,,,,,
1634,TRANSFORMAÇÃO ETNODIGITAL,2102,456,479,157,36,,,,,,,,,,,,,,,,,,,
1635,VIAJANTES RADICAIS - PELO CAMINHO DE LEVI-STRAUSS,2103,6,336,,,,,,,,,,,,,,,,,,,,,
1636,"PELÉ, 70 VEZES",2105,89,101,427,,,,,,,,,,,,,,,,,,,,
1637,VOZES DA AFRICA,2106,296,544,200,,,,,,,,,,,,,,,,,,,,
1638,JOGO DE CENA,2107,268,598,116,,,,,,,,,,,,,,,,,,,,
1639,JARDIM DE PLÁSTICO,2108,67,598,177,,,,,,,,,,,,,,,,,,,,
1640,"DOIS PASSOS DO PARAÍSO,A",2109,430,,,,,,,,,,,,,,,,,,,,,,
1641,YUBE NAWA AÎBU (MULHER JIBÓIA ENCANTADA),2110,593,321,161,,,,,,,,,,,,,,,,,,,,
1642,CAPA DE CHUVA,2111,417,38,,,,,,,,,,,,,,,,,,,,,
1643,"ÚLTIMAS RESPONSADEIRAS, AS",2112,366,221,38,,,,,,,,,,,,,,,,,,,,
1644,"TRIUNFO, O INÍCIO DE UMA TRADIÇÃO",2113,421,221,38,,,,,,,,,,,,,,,,,,,,
1645,"BOI DO LIXO, O",2114,38,422,261,,,,,,,,,,,,,,,,,,,,
1646,ENGENHO NOVO,2115,67,414,,,,,,,,,,,,,,,,,,,,,
1647,"PROFESSORA EM UMA COMUNIDADE ALEMÃ, A",2116,426,169,81,,,,,,,,,,,,,,,,,,,,
1648,"JEGUE: PATRIMÔNIO CULTURAL DO NORDESTE, O",2117,422,11,479,,,,,,,,,,,,,,,,,,,,
1649,PHOTOGRAPHOS -CIMA DA SERRA,2118,109,423,116,,,,,,,,,,,,,,,,,,,,
1650,DONA JOANA:SEUS TEMPOS E DANÇAS,2119,72,325,,,,,,,,,,,,,,,,,,,,,
1651,GUARANÉSIA -OS IRMÃOS MASOTTI E O CINEMA,2120,36,415,,,,,,,,,,,,,,,,,,,,,
1652,"BAQUE DA ZABUMBA CENTENÁRIA CONTRA O TIC-TAC DO TEMPO,0",2121,419,177,,,,,,,,,,,,,,,,,,,,,
1653,"PARAÍSO DE MARIA,O",2122,332,172,,,,,,,,,,,,,,,,,,,,,
1654,IBIRI:TUA BOCA FALA POR NÓS,2123,,,,,,,,,,,,,,,,,,,,,,,
1655,FLORES QUE MURCHAM,2124,248,422,73,,,,,,,,,,,,,,,,,,,,
1656,REVELANDO MINHA VIDA,2125,46,378,45,,,,,,,,,,,,,,,,,,,,
1657,TRES COVEIROS,2126,332,166,,,,,,,,,,,,,,,,,,,,,
1658,TICO FC,2127,418,89,,,,,,,,,,,,,,,,,,,,,
1659,"CIRCO CHEGOU, O",2128,428,270,544,,,,,,,,,,,,,,,,,,,,
1660,MINHA ARTE É VIDA APÓS A MORTE,2129,366,270,29,139,,,,,,,,,,,,,,,,,,,
1661,CAMINHO DE FEIRA,2130,,,,,,,,,,,,,,,,,,,,,,,
1662,TAIPA NO ESTADO DE SÃO PAULO,2131,427,272,114,,,,,,,,,,,,,,,,,,,,
1663,"BARBEIRO DE SÃO PEDRO DA UNIÃO, O",2132,38,415,270,,,,,,,,,,,,,,,,,,,,
1664,"BANDA EM NOSSAS VIDAS, UMA",2133,177,415,221,,,,,,,,,,,,,,,,,,,,
1665,"FORÇA DE UM GRITO, A",2134,325,2,270,,,,,,,,,,,,,,,,,,,,
1666,"DONO DO CARNAVAL,O",2135,427,221,38,105,,,,,,,,,,,,,,,,,,,
1667,PARAÍSO 1975,2136,418,38,43,,,,,,,,,,,,,,,,,,,,
1668,PAIXÃO E ALEGRIA,2137,38,36,415,,,,,,,,,,,,,,,,,,,,
1669,PASSARELAS:UMA HISTÓRIA DE CARNAVAL,2138,419,105,38,,,,,,,,,,,,,,,,,,,,
1670,CACHORRO-QUENTE VODU,2139,89,38,598,,,,,,,,,,,,,,,,,,,,
1671,PASSAGEIRO 1219,2140,427,38,,,,,,,,,,,,,,,,,,,,,
1672,SOU TEU MANINHO! UM GRITO MARAJOARA,2141,416,266,38,,,,,,,,,,,,,,,,,,,,
1673,ARTE NA RUA,2142,,,,,,,,,,,,,,,,,,,,,,,
1674,"FAXINAIS: UMA HISTÓRIA DE LUTA E AMOR À TERRA, OS",2144,418,43,,,,,,,,,,,,,,,,,,,,,
1675,SEU NOME ERA BRASÍLIA,2143,321,50,,,,,,,,,,,,,,,,,,,,,
1676,TALHADO,2145,187,417,270,,,,,,,,,,,,,,,,,,,,
1677,DO VOTO NO SACO DO REI DA BALA CHITA,2146,200,424,,,,,,,,,,,,,,,,,,,,,
1678,"GRANDE RIO THERMAL,O",2147,378,,,,,,,,,,,,,,,,,,,,,,
1679,MAKING OF DO CIRCUITO DE EXIBIÇÃO NAS CIDADES,2148,,,,,,,,,,,,,,,,,,,,,,,
1680,EU VENHO DE LONGE,2149,177,67,598,,,,,,,,,,,,,,,,,,,,
1681,AXÉ DIGNIDADE,2150,421,228,,,,,,,,,,,,,,,,,,,,,
1682,NAVIO NEGREIRO,2151,421,228,,,,,,,,,,,,,,,,,,,,,
1683,LÁ DO LESTE,2152,427,177,689,50,,,,,,,,,,,,,,,,,,,
1684,"PASSAGEM DA NOITE, A",2153,331,38,,,,,,,,,,,,,,,,,,,,,
1685,TEKO REXAI - SAÚDE GUARANI MBYÁ,2154,660,428,249,248,,,,,,,,,,,,,,,,,,,
1686,MBARAKÁ - A PALAVRA QUE AGE,2155,660,45,,,,,,,,,,,,,,,,,,,,,
1687,"QUARTA DIMENSÃO, A.",2156,331,239,268,58,,,,,,,,,,,,,,,,,,,
1688,ESPAÇOS NUS - VIVER É CIRCULAR,2157,296,114,,,,,,,,,,,,,,,,,,,,,
1689,"HOAX, OS",2158,471,413,58,,,,,,,,,,,,,,,,,,,,
1690,MATO GROSSO. O MAIOR SERTÃO BRASILEIRO,2159,413,139,,,,,,,,,,,,,,,,,,,,,
1691,GODIN,2160,209,620,121,,,,,,,,,,,,,,,,,,,,
1692,Gretchen Filme Estrada,2167,212,172,,,,,,,,,,,,,,,,,,,,,
1693,"VÊNUS NEGRA, A",2169,,,,,,,,,,,,,,,,,,,,,,,
1694,"RAP NEGRO EM LISBOA, O",2171,186,753,670,177,,,,,,,,,,,,,,,,,,,
1695,"DIABO ENTRE AS FLORES, O",2186,579,272,212,,,,,,,,,,,,,,,,,,,,
1696,FILHOS. ALMA PARTIDA,2187,579,209,449,,,,,,,,,,,,,,,,,,,,
1697,GORRI,2188,26,579,,,,,,,,,,,,,,,,,,,,,
1698,"SESSÃO DE TRANSE BALINESA, UMA",2173,564,239,248,,,,,,,,,,,,,,,,,,,,
1699,JERO JERO. UM TRANSE BALINÊS OBSERVADO,2174,564,248,,,,,,,,,,,,,,,,,,,,,
1700,"MEIO É A MASSAGEM, O",2175,564,239,248,254,,,,,,,,,,,,,,,,,,,
1701,JERO TAPAKAN: histórias da vida de uma curadora balinesa,2176,564,248,239,254,,,,,,,,,,,,,,,,,,,
1702,ÁGUA DAS PALAVRAS:ecologia cultural do leste da Indonesia,2177,564,8,239,,,,,,,,,,,,,,,,,,,,
1703,LANÇA E ESPADA:PAGAMENTO CERIMONIAL DA COMPRA DA NOIVA,2178,564,240,239,,,,,,,,,,,,,,,,,,,,
1704,CELEBRAÇÃO DAS ORIGENS,2179,564,239,262,,,,,,,,,,,,,,,,,,,,
1705,LIBERANDO ESPÍRITOS - um vilarejo de cremação em Bali,2180,242,564,,,,,,,,,,,,,,,,,,,,,
1706,NGARAP: LUTANDO POR UM CADÁVER,2181,564,242,,,,,,,,,,,,,,,,,,,,,
1707,"JOGO DA VIDA, NO - uma performance wayang no leste de Java",2182,239,72,564,,,,,,,,,,,,,,,,,,,,
1708,CONSULTANDO EMBAH WALI,2183,,,,,,,,,,,,,,,,,,,,,,,
1709,NÓ,2184,331,283,58,,,,,,,,,,,,,,,,,,,,
1710,"IPPO IPPO, DEGRAU POR DEGRAU",2185,331,248,,,,,,,,,,,,,,,,,,,,,
1711,"GRAJAÚ, ONDE SÃO PAULO COMEÇA",2191,427,544,51,,,,,,,,,,,,,,,,,,,,
1712,DJENEBA. UMA MULHER MINYANKA DO SUL DO MALI,2193,172,296,,,,,,,,,,,,,,,,,,,,,
1713,MURDERBALL - PAIXÃO & GLÓRIA,2194,,,,,,,,,,,,,,,,,,,,,,,
1714,DIÁLOGOS,2195,,,,,,,,,,,,,,,,,,,,,,,
1715,TRÂNSITOS CAIÇARAS EM REDES FANDANGUEIRAS,2196,,,,,,,,,,,,,,,,,,,,,,,
1716,OUTRA CIDADE,2197,,,,,,,,,,,,,,,,,,,,,,,
1717,CARTAS PARA ANGOLA,2198,,,,,,,,,,,,,,,,,,,,,,,
1718,ARTEFATOS INDÍGENAS NO PAVILHÃO DAS CULTURAS BRASILEIRAS,2200,,,,,,,,,,,,,,,,,,,,,,,
1719,INSTALAÇÕES-RITUAIS,2201,221,418,,,,,,,,,,,,,,,,,,,,,
1720,LUIZ POETA,2202,,,,,,,,,,,,,,,,,,,,,,,
1721,"CLUBE DO PAUZINHO, O - 50 ANOS DO BAEPENDI PAUZINHO CLUBE",2203,283,423,88,,,,,,,,,,,,,,,,,,,,
1722,BATISMO GUARANI,2204,660,427,418,239,,,,,,,,,,,,,,,,,,,
1723,HABITANTES DO ARROIO,2205,431,139,200,,,,,,,,,,,,,,,,,,,,
1724,Nẽn ã tỹ ẽg vẽjẽn nĩm tĩ - A MATA É QUE MOSTRA NOSSA COMIDA,2206,70,457,431,,,,,,,,,,,,,,,,,,,,
1725,Nhandé va’e kue meme’ĩ - OS SERES DA MATA E SUA VIDA COMO PESSOAS,2207,431,70,660,,,,,,,,,,,,,,,,,,,,
1726,"CARMEN JUNQUEIRA-KAMAIURÁ , A ANTROPOLOGIA MENOR",2208,6,427,497,,,,,,,,,,,,,,,,,,,,
1727,"PIEDADE BERÇO DE SAMBA, TERRA DE BAMBA",2209,366,182,,,,,,,,,,,,,,,,,,,,,
1728,ESTAMIRA,2210,421,160,248,114,,,,,,,,,,,,,,,,,,,
1729,RODA,2211,713,182,415,,,,,,,,,,,,,,,,,,,,
1730,"VOO DA BELEZA, O",2217,320,257,765,,,,,,,,,,,,,,,,,,,,
1731,"POEIRA E O VENTO, A",2218,415,139,,,,,,,,,,,,,,,,,,,,,
1732,NAS TERRAS DO BEM-VIRÁ,2219,313,43,87,,,,,,,,,,,,,,,,,,,,
1733,SOBRE RIOS E CÓRREGOS,2220,50,427,51,139,,,,,,,,,,,,,,,,,,,
1734,NÚMERO ZERO,2221,62,114,160,378,,,,,,,,,,,,,,,,,,,
1735,UM LUGAR AO SOL,2222,50,552,428,598,199,,,,,,,,,,,,,,,,,,
1736,NANA S DIARY,2223,178,325,296,,,,,,,,,,,,,,,,,,,,
1737,CÃMARA VIAJANTE,2224,109,544,419,270,,,,,,,,,,,,,,,,,,,
1738,BABÁS,2225,87,421,270,172,,,,,,,,,,,,,,,,,,,
1739,TABOQUEIROS,2226,272,332,141,122,,,,,,,,,,,,,,,,,,,
1740,"NARRADORES URBANOS, SÃO PAULO: RUTH CARDOSO",2227,50,6,427,,,,,,,,,,,,,,,,,,,,
1741,"BEIJO PARA GABRIELA, UM",2228,219,117,421,172,,,,,,,,,,,,,,,,,,,
1742,ROÇA MANDIOCA,2229,272,415,9,,,,,,,,,,,,,,,,,,,,
1743,BH SOUL,2230,690,180,415,186,,,,,,,,,,,,,,,,,,,
1744,FALA MULHER,2231,105,270,172,,,,,,,,,,,,,,,,,,,,
1745,"PALAVRA, A",2232,136,753,180,427,,,,,,,,,,,,,,,,,,,
1746,Luz - processo de gentrificação em São Paulo,2233,428,51,160,114,,,,,,,,,,,,,,,,,,,
1747,"CAIÇARAS, OS HOMENS QUE CANTAM",2234,427,180,99,,,,,,,,,,,,,,,,,,,,
1748,JEPEA YTA - A LENHA PRINCIPAL,2235,660,81,668,,,,,,,,,,,,,,,,,,,,
1749,PRO FILHO QUE PRECISAR - HISTÓRIA DE MÃE HILSA MUKALÊ,2236,325,481,228,,,,,,,,,,,,,,,,,,,,
1750,"FADO É BOM DEMAIS, O",2237,180,421,221,,,,,,,,,,,,,,,,,,,,
1751,CONFLITOS DE FÉ,2238,386,221,120,421,,,,,,,,,,,,,,,,,,,
1752,POSES DO 19- RETRATOS DE MILITÃO AUGUSTO DE AZEVEDO,2239,109,117,,,,,,,,,,,,,,,,,,,,,
1753,DONA JOVENTINA,2240,552,178,555,,,,,,,,,,,,,,,,,,,,
1754,NUNCA MAIS BRIGAREI PARA SEMPRE,2241,314,376,38,116,93,,,,,,,,,,,,,,,,,,
1755,PARALELO 10,2242,122,202,94,,,,,,,,,,,,,,,,,,,,
1756,ESSE SALMÃO CHAMADO DESEJO. A FÁBRICA INCERTA DO MEIO AMBIENTE,2243,139,266,347,,,,,,,,,,,,,,,,,,,,
1757,"SALMÃO QUE INCOMODA,O. O CHILE NA GLOBALIZAÇÃO",2470,209,266,,,,,,,,,,,,,,,,,,,,,
1758,PROJETO PERIFERIAÇÃO - MÚSICA E AUDIOVISUAL NA QUEBRADA,2245,753,177,428,,,,,,,,,,,,,,,,,,,,
1759,"PERDIDO,PERDIDO,PERDIDO - DIÁRIOS, NOTAS E ESBOÇOS - 1-2-3",2246,36,314,393,,,,,,,,,,,,,,,,,,,,
1760,"PERDIDO,PERDIDO,PERDIDO - DIÁRIOS, NOTAS E ESBOÇOS - 4-5-6",2247,36,314,393,,,,,,,,,,,,,,,,,,,,
1761,"ARIMAKU, A OUTRA OBSCURIDADE",2248,311,613,,,,,,,,,,,,,,,,,,,,,
1762,RESISTÊNCIA NA LINHA NEGRA,2249,45,311,,,,,,,,,,,,,,,,,,,,,
1763,"NABUSÍMAKE, MEMORIA DE UMA INDEPENDENCIA",2250,94,613,232,,,,,,,,,,,,,,,,,,,,
1764,"FUTURO DO PASSADO - PARQUES ARQUEOLÓGICOS DA COLÔMBIA, O",2252,311,21,43,,,,,,,,,,,,,,,,,,,,
1765,KITEK KIWE - NOSSA MEMORIA,2256,311,284,43,122,,,,,,,,,,,,,,,,,,,
1766,ENLAÇANDO O PASTO,2257,,,,,,,,,,,,,,,,,,,,,,,
1767,ESTRADA DO SOL,2258,336,428,598,484,,,,,,,,,,,,,,,,,,,
1768,"ARTE E A RUA, A",2259,48,177,689,428,753,544,,,,,,,,,,,,,,,,,
1769,"CASAMENTO NO PAQUISTÃO, UM - SÉRIE CINEMA & ANTROPOLOGIA",2260,638,240,,,,,,,,,,,,,,,,,,,,,
1770,ROSTOS NA MULTIDÃO - SÉRIE CINEMA E ANTROPOLOGIA,2261,317,569,,,,,,,,,,,,,,,,,,,,,
1771,ILHA GRANDE EM OUTROS TEMPOS,2262,218,421,153,,,,,,,,,,,,,,,,,,,,
1772,MULHERES DE IMBURANA,2263,544,221,229,332,,,,,,,,,,,,,,,,,,,
1773,"SHAWANTAN ANA, LUGAR DE ESPERA",2264,515,153,116,,,,,,,,,,,,,,,,,,,,
1774,SÃO BERNARDO,2265,322,38,117,,,,,,,,,,,,,,,,,,,,
1775,MAIORIA ABSOLUTA,2266,160,43,117,,,,,,,,,,,,,,,,,,,,
1776,CANTOS DE TRABALHO,2267,500,427,177,221,555,,,,,,,,,,,,,,,,,,
1777,SOBRE A CONGADA DE ILHA BELA,2268,,,,,,,,,,,,,,,,,,,,,,,
1778,TEMPO DE PEDAL,2269,270,579,,,,,,,,,,,,,,,,,,,,,
1779,APROPRIANDO-SE DA CIDADE,2270,,,,,,,,,,,,,,,,,,,,,,,
1780,SEM LIMITES,2272,51,579,200,49,,,,,,,,,,,,,,,,,,,
1781,"PÁSSARO QUE COMEU, O",2271,1,579,,,,,,,,,,,,,,,,,,,,,
1782,CORAL DE PARATY-MIRIM,2273,660,177,62,,,,,,,,,,,,,,,,,,,,
1783,MORADORES DE RUA,2274,160,427,370,,,,,,,,,,,,,,,,,,,,
1784,MBYAI PIRAGUI,2275,161,660,421,,,,,,,,,,,,,,,,,,,,
1785,"TAVA, A CASA DE PEDRA",2276,221,161,660,,,,,,,,,,,,,,,,,,,,
1786,AVATI NHEMONGAAI - O BATISMO DO MILHO EM ARAPONGA,2277,239,660,598,,,,,,,,,,,,,,,,,,,,
1787,LÍNGUA GAVIÃO ASSOBIADA,2278,472,554,424,,,,,,,,,,,,,,,,,,,,
1788,KYRINGUE NMEMBOA - A REZA DAS CRIANÇAS,2279,660,177,48,62,421,,,,,,,,,,,,,,,,,,
1789,XINGU,2280,313,44,139,117,,,,,,,,,,,,,,,,,,,
1790,VESTIDO DE LAERTE,2281,427,38,544,,,,,,,,,,,,,,,,,,,,
1791,"ROBERTO DAMATTA, SEUS CARNAVAIS, MALANDROS E HERÓIS",2282,6,421,117,,,,,,,,,,,,,,,,,,,,
1792,CONSTANTINO,2283,153,628,101,,,,,,,,,,,,,,,,,,,,
1793,"REIS, OS VIOLEIROS DE PALMITAL",2284,177,221,239,428,,,,,,,,,,,,,,,,,,,
1794,MUTUM,2285,415,62,38,,,,,,,,,,,,,,,,,,,,
1795,NHANDE MBYA REKO - A CULTURA GUARANI,2286,660,598,58,,,,,,,,,,,,,,,,,,,,
1796,"HOMEM DO PAU BRASIL, O",2287,598,38,117,,,,,,,,,,,,,,,,,,,,
1797,MATARAM MEU IRMÃO,2288,284,50,427,,,,,,,,,,,,,,,,,,,,
1798,"ANO EM QUE MEUS PAIS SAÍRAM DE FÉRIAS, O",2289,62,89,78,117,,,,,,,,,,,,,,,,,,,
1799,REVELANDO OS BRASIS ANO IV,2290,117,37,38,36,,,,,,,,,,,,,,,,,,,
1800,"GALINHA OU EU ?, A",2291,418,38,43,,,,,,,,,,,,,,,,,,,,
1801,TAMANCA DE MADEIRA,2292,272,43,38,,,,,,,,,,,,,,,,,,,,
1802,PARTITURAS DO TEMPO,2293,177,169,38,423,,,,,,,,,,,,,,,,,,,
1803,DOCE AMARGO,2294,272,58,426,38,,,,,,,,,,,,,,,,,,,
1804,"MUNDO É PEQUENO, O",2295,43,272,38,415,,,,,,,,,,,,,,,,,,,
1805,Ô CASAMENTO,2296,240,38,415,,,,,,,,,,,,,,,,,,,,
1806,SAGA DE UM CARVOEIRO,2297,270,414,38,,,,,,,,,,,,,,,,,,,,
1807,"TEMPO E A HISTÓRIA, O",2298,143,420,,,,,,,,,,,,,,,,,,,,,
1808,MATO ALTO - PEDRA POR PEDRA,2299,270,153,43,332,,,,,,,,,,,,,,,,,,,
1809,ROTA DÓRIA,2300,270,87,427,441,117,,,,,,,,,,,,,,,,,,
1810,MEMÓRIA DA TERRA,2301,423,23,,,,,,,,,,,,,,,,,,,,,
1811,SABES QUEM SOU?,2302,139,325,,,,,,,,,,,,,,,,,,,,,
1812,QUATRO HINOS DE UMA ANTONINA SÓ,2303,177,120,418,,,,,,,,,,,,,,,,,,,,
1813,ENTERRO,2304,43,414,38,,,,,,,,,,,,,,,,,,,,
1814,TRÊS CHOROS PELA MINHA MORTE,2305,166,38,415,,,,,,,,,,,,,,,,,,,,
1815,M BOY GUAÇU,2306,161,423,,,,,,,,,,,,,,,,,,,,,
1816,DUAS CRUZES,2307,161,423,,,,,,,,,,,,,,,,,,,,,
1817,CURVA ELAN DIAS,2308,413,161,,,,,,,,,,,,,,,,,,,,,
