"nid","title","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload"
1115,"Vaga de monitor bolsista Administrativo para área de Francês","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-012-13-CL-Francês (1).pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-066-13-CL-Francês.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/FRANCES - edital_2o_semestre.doc","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-083-13-CL-20h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Abertura de vagas Francês_ADM_2013_final.pdf","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Proficiência em Francês","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/FAQ da proficiência em francês_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Como acessar o boleto para o exame de proficiência em francês.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Modelo de prova 3.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Modelo de prova 1.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Modelo de prova 2.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,"Proficiência em Japonês","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/prova.proficiencia_JAPONES_modelo.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/GABARITO_Japonês_1909LETRAS_05092019.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/como.acessar.o.boleto.para_.o.exame_.de_.proficiencia.em_.japones.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/GABARITO_1709.Letras_Japones.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/edital_11042017.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/edital_18042019.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/edital_08042020.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/GABARITO_1704.Letras_11042017.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/edital_05092017.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/edital_05092018.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/GABARITO_Japones_1809.Letras.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/edital_05092019.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/edital_27032018.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,"SALAS","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/2_3.png","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/1_2.png","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/4_0.png","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/3_0.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,"Notas do 1º semestre de 2012","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Alemao Instrumental 1 - Notas e frequencia.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Alemao Instrumental 2 - Notas e frequencia.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Notas- Arabe seg e quarta.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Notas- Arabe ter e qui.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Notas arabe 2 turma 1sem 2012.pdf","","","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Ple - Camila Omena - turma 3ªfeira - 18h-20h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Ple - Camila Omena - turma 2ªfeira - 10h-12h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Ple - Camila Omena - turma 4ªfeira - 10h-12h.pdf","","","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Ple - Camila Omena - turma 5ªfeira - 18h-20h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Gramática aplicada ao ensino de PLE- 3ª 14h-16h Profª Betty Salum.pdf","","","","","","","","","","","","","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Leitura em Língua Espanhola - sábado-9h-13h- Profª Robertha  Oliveira.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Francês Instrumental I - 3ª e 5ª - 12h-14h - Prof Karina.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Francês Instrumental I - 3ª e 5ª - 14h-16h - Prof Karina.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Francês Instrumental I - 3ª e 5ª - 16h-18h - Prof Karina.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Frances Instrumental I - sábado - 8h-12h Turma 7 - Livia.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Francês Instrumental II - 3ª - 12h-14h - Proª Carolina Madruga.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Francês Instrumental II - Juliana_sexta - 12h-14h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Francês Instrumental II - Juliana_sabado - 8h30 - 10h30.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Grego - 3ª 5ª - 14h-16h - Profª Karen Sacconi.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Grego - sábado - Profª Karen.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico II - sábado - 8h-12h - Prof. Fabiano II.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Basico III - Ana Paula - sábado.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês - Básico IV - FMVZ - sábados - Profª Caroline.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/PINTERII.Ingrid - sábado - 8h-12h15.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Intermediário I - 3ª e 5ª - 12h-14h - Prof. Thiago.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês para LT I - 9h-11h_AnaSilvia.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês para LT - 12h-14h AnaSilvia.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Leitura em Inglês I Nivia seg e qua - 14h16h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês para Leitura de Textos I - 3ª 5ª - 12h-14h - Profª Angela Corte.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês para leitura de textos I - 3ª e 5ª - 14h-16h - Profª Angela Corte.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês para Leitura de Textos II - 4ª - 14h-16h - Profª Angela Corte.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês_EE_Básico 3.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/IMT Inglês Basic 1 IMT - 3ª e 5ª - 12h-13h - Danilo.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Intermediário- IMT- 2as e  4as-12h-13h30- Profª Regiane Ramos.pdf","","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Intermediário - IF - 3ª 5ª - 12h-13h30 - Profª Caroline.pdf","","","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês_IP_A2.B1.pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/PRODUÇÃO ESCRITA IB - REGINA LEÃO.pdf","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês instrumental oral 2012-1 Notas e frequência.pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Introdução ao Grego Antigo I - 3ª e 5ª - 14h-16h - Prof. Karen.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Introdução ao Grego Antigo I - sábado - 9h-12h - Profª Karen.pdf","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês I - 2ª 4ª - 12h-14h - Profª Lumy.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês I - sábado - Profª Lumy.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês B1-quarta.e.sexta_. 12h-14h - Erika.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês B1-terça.e.quinta. 12h-14h - Erika.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês III - 3ª 5ª - 12h-14h - Profª Tânia Akiko.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês III - sábado - Profª Tânia Akiko.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,"Notas do 2º semestre de 2011","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/alemao.1.2.4_12.14. flavia.pdf","","","","","","","","","","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/GAPLE - 3a - 16h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico 1.seg_.quarta.elaine.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico I.sábados.elaine horta.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/ING.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico II - sábado - Prof. Ana Paula_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico 3.tercaequinta.Elaine.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/ingles.basico.3.sabado.daniele_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Pré-Inter I - sábado - 9h às 12h - Prof. Sheila Saad.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Ingles Pré-Inter II - 3ª e 5ª - das 12h15 às 13h45 - Prof. Sheila Saad.pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico I para funcionários do IF - 3ª e 5ª - das 12h às 13h30 - Prof. Marcus.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico 2 para os funcionários do IP - 2ª e 4ª - das 16h às 17h45 - Prof. Marcus.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico 2 para funcionários da FMUSP - 2ª - 4ª - 14h - 15h - Prof. Marcus V. Abbehausen.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico 3 para funcionários da FMUSP - 2ª - 4ª - 15h - 16h - Prof. Marcus V. Abbehausen.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Ingles.funcionarios.FOUSP_.isis_.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês funcionarios.FOUSP_.isis_.tercaequinta.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/ingles.inst_.1.2.4.ana silvia_09.11.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/ingles.inst_.1.2.4.ana silvia.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Instrumental Nível 1 - 3ª e 5ª - 12h - 14h - Profª Angela Corte.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Instrumental Nível 1 - 3ª e 5ª - 14h às 16h- Profª Angela Corte.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/ING INST I - THIAGO RUSSO-1.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Instrumental Nível 2 - 5ª - 09h - 11h - Profª Angela Corte.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/ingles.inst_.2.Ana_.silvia.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Instrumental II para funcionários do HU - 2ª e 4ª - das 14h às 15h30 - Prof. Marcus.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Inst.HU_.seg_.e.quarta.marcus.pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Notas alunos língua árabe I Primeiro 2011.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Grego.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/latim.I.sabado.gilson.pdf","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Kanji_Modulo3 - julho_2011_2 - Notas.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Notas 12011 - Básico I - seg-qua.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Notas 12011_Japones Basico 1_terça e quinta.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Notas 12011_Japones Basico 1_Sabado.pdf","","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/leitura.espanhol.sabado.bruna_.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/PLE A - 2a - 10h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/PLE B - 2a - 14h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/PLE B - 3a - 10h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/PLE B - 3a - 14h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/PLE C - 4a - 14h.pdf","","","","","","","","","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Alemão I.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Alemão II.pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/nota.frequencia grego.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/notafrequenciaLATIM1_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico I- Sábado 9h-12h- Profª Daniela Medalla.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/nota.frequenciaINGRID.B2.SAB-1.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico III- 2ª e 4ª 12h-13h30- ProfªElaine Horta.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico básico II- 2ª e 4ª- 12h -14h- Prof Sheila Saad.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/nota Basico 3 sábado.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Pré-Intermediário I- Sábados- 8h-12h- Profº Thiago Russo.pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Pré-Intermediário II- para funcionários FO-3ª e 5ª - 12h30 - 14h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Para Escrita Acadêmica- 5ª 11h-13h- Profª Nívia Marcello.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Instrumental nível II- 2ª e 4ª 9h-11h- Profª Ana Silvia.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Instrumental nível I- 2ªe 4ª 12h-14h- Profª Ana Sílvia.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/notas instrumental 2o sem ter qui Nivia.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/notas instrumental 2011 2o semestre sábado. Nivia.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Instrumental- Nível I 3ªe 5ª 12h-14h- Profª Angela Corte.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Instrumental nível II- 3ª12h-14h- Profª Ana Silvia.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês instrumental oral 2011-2 Notas e frequência.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico para funcionários da AUSPIN - 2ª - 4ª - 11h30 - 13h - Prof. Marcus V. Abbehausen.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Pré-Intermediário II- para funcionários FO-2ª e 4ª - 12h30 - 14h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Ingles para funcionario IF II - Marcos_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Ingles para funcionario IF III - Marcos_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Avançado- nível C1- SIbi- 4ª 13h-15h e 17h -19h- Profª Beatris Carneiro.pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/notas ital instr.pdf","","","","","","","","","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Francês Instrumental_1_LIMPA_2_sem_2011_nota.frequencia.para_.publicar.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Francês Instrumental - Nível I -3ª e 5ª 14h-16h_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Francês Instrumental - Nível I -3ª e 5ª 16h-18h_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Francês Instrumental - nível II- 3ª 12h-14h- Profª Juliana Fonseca.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Francês Instrumental nível II- Sábados- 8h30 e 10h30-Profª Juliana Fonseca.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/FRANCÊS 1.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/FRANCÊS 3.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/FRANCÊS 2.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês- Básico I-2ª e 4ª- 12h-14h-Profª Lumy Oshima.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês Básico I- 3ªe5ª 12-14- Profª Sônia Tomita.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês Básico I- Sábados 08h-14h- Profª Sônia Tomita.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês Básico II- 2ªe4ª 12-14- Profº Rodrigo Limeira.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês Básico II- Sábados 08h-12h- Profº Rodrigo Limeira.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês- Básico III- 3ª e 5ª- 12h-14h- Profª Tania Akiko.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês- Básico III- Sábados- 8h-12h Profª Tania Akiko.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês- Básico IV- 4ª e 6ª- 12h-14h- Profª Erika Tiemi.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês-Básico IV - Sábados-8h-12h- Profª Erika Tiemi.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês- Pré-Intermediário- Sábados ProfªLumy Oshima.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Gramática aplicada ao ensino de PLE- 3ª 14h-16h Profª Samira Orra-.pdf","","","","","",""
406,"Matriculados por turma","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/alemao.1.seg_.e.quarta.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Vaga de monitor bolsista – INGLÊS","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC 002-17-CL-Proficiência Inglês PUBLICADO.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC 005-18-CL-Proficiência Inglês.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,"Vaga de monitor bolsista em Espanhol","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-001-13-CL-Espanhol_prorrogação.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-001-13-CL-Espanhol.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital julho 2012.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital Centro de Linguas 2012 2013-Espanhol.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-085-12-CL-Espanhol como Lg.Estrangeira D.O.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,"Português - Redação para Funcionários","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-002-15-CL-Português-Redação.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,"Vaga de monitor bolsista – FRANCÊS","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-003-2020-CL-Prof Francês.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,"Vaga de monitor bolsista em Inglês - Proficiência","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-010-13-CL-Inglês.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital_Inglês_2013_atualizado.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-010-13-CL-Inglês_0.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,"Vaga de monitor bolsista – JAPONÊS","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-015-16-CL-Proficiência Lg. Japonesa_0.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,"Português - Redação Acadêmica","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-021-14-CL-LP.Redação (1).pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
