especificação,nreferencia,numero,região,local,titulo,data,rolonum,Bobina,suporte,País,Sistema,Ano de Entrada,Origem,Nota,Acervo disponível,Acervo indisponível
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1784,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1784/1785 - Legajo nº 29. Documentação do ""Administrador de esta real aduana sobre... Ranchos paguen al Real Derecho de Alcavala"".",X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1784,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1784/1785 - Legajo nº 29. Documentação do administrador da aduana de Montevideu.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1786-1787,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1784/1785 - Legajo nº 29. Documentação da aduana de Montevideu - 1787 - sobre pagamento de taxas por parte dos navios, incluindo aqueles do Comércio livre.",X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1787,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1784/1785 - Legajo nº 29. ""Razón d elos capitanes y oficiales de Marina, que han introduzido nesta Real Aduana efectos y frutos de sus generales con las repsectivas rectificaciones de la Contaduria General de la Contratación a Indias y del Dueño de Alcavala...""",X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1790,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1784/1785 - Legajo nº 29. Prestação de contas.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1784,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1784/1785 - Legajo nº 29. Prestação de contas.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1768/1769/1771/1784,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1784/1785 - Legajo nº 29. Impostos tributados ao Domínio de Alcavala.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1789,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1784/1785 - Legajo nº 29. Documentação do Finado Bernardo Mantilla: suas dívidas para com a Real Fazenda.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1791,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1784/1785 - Legajo nº 29. Documentos do administrador da receptoria da Real aduana.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1786/1785/1784,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1798 - Legajo nº 87. Documentação do Ministro da Fazenda do Prata.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1795,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1795 - Legajo nº 76. Ministro da Real Fazenda solicita a entrega dos guias refirados pelos receptores de Alcabalas.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1798,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Santo Ildefonso,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1795 - Legajo nº 76. Carta aos chefes militares dos Portos de Buenos Aires e Montevidéu sobre o procedimento com relação às licenças dos donos de lanchas e passageiros que fazem comércio nestes portos.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1796,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Cochabamba,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Division Colonial - Seccion Gobireno. Hacienda - 1795 - Legajo nº 76. ""Autos obrados sobre los... Ramo de Alcabalas y recurso dirigido por Don Franco Fernando vecino...""",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1815,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Documentação da República do Paraguai.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1819,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Comunicado dirigido ao governo do Paraguai: contas.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1815,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Não consta,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício ao governo do Paraguai - envio de 500 homens para o cerviço da esquadraque deve lutar contra a espanhola. Contas.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1815,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício procedente de Buenos Aires para o ditador supremo do Paraguai.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1814,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício sobre as divergências entre os orientais (uruguaios) e os dependentes do Distrito de Buenos Aires. Atitudes de José Artigas (Ind. Do Uruguai).,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1794-1810,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Índice de la correspondencia de la Diputacion del Paraguai.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,Não Consta,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Não consta,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício Real criando na capital um tribunal de Consulado com jurisdição em todo o distrito do Vice-Reino, referente ao comércio. Ofício dirigido aos Srs. Prior e Consules do Real Tribunal do Consulado. Documento publicado em ""Consulado"", Tomo I, p. 200.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1795,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior de Consules do Consulado do Com´´ercio de Buenos Aires. Documento publicado em ""Consulado"", Tomo I, p. 200.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1795,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior de Consules do Real Tribunal de Consules de Buenos Aires, sobre a situação da agricultura. Documento publicado em ""Consulado"", Tomo I, p. 271.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1795,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício aos Prior e Consules do Consulado do Rio da Prata. Documento publicado em ""Consulado"", Tomo I, p. 333.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1794,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. La ciudad de la Asumpción enterada de la erección.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1795,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício aos Prior e Consules do Consulado de Buenos Aires. Documento publicado em ""Consulado"", Tomo I, p. 477.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1795,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Consulado de Buenos Aires sobre ""El Distrito em el Paraguay accusa el recibo de la Real Orden em 11.05.1795"". Situação da deputação de comércio. Documento publicado em ""Consulado"", Tomo I, p. 494.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1795,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício aos Prior e  consules do Real Consulado de Buenos Aires sobre ""El diputado em el Paraguay incluye el estado actual de la agricultura... Y comércio...""",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1796,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Agradecimento dirigido ao Aydor Decano Don José Caveza Enriquez pela eleição a deputado do Comércio. Documento publicado em ""Consulado"", Tomo II, p 151.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1796,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Continuação do documento anterior de eleição de Don Fermin de Arredondo y Lobaton para Comissão de Deputado doo Comércio. Documento publicado em ""Consulado"", Tomo II, p. 149.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1796,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Oficio dirigido aos Prior e Consules do Consulado de Buenos Aires sobre a proibição de embarque de cargas inflamáveis sem as devidas precauções. Documento publicado em ""Consulado"", Tomo II, p. 185.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1797,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido aos Prior e Consules do Consulado de Buenos Aires, dando a Real concessão de tráfico de Arinas de Assunção para Havana. Liberdade de direitos comerciais. Documento publicado em ""Consulado"", Tomo II, p. 434.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1797,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido aos Prior e Consules do Consulado de Buenos Aires, dando liberdade aos espanhóis americanos de navegar com suas próprias embarcações para comerciar com carga de frutos e outras produções, com a metrópole. Documento publicado em ""Consulado"", Tomo II, p. 433.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1797,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido aos Prior e Consules do Consulado relativo ao comércio dos produtos que vêm de Cadiz, de como evitar a fraude; a situação dos comerciantes e de seus negócios. Documento publicado em ""Consulado"", Tomo II, p. 480.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1797,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Real Tribunal do Consulado tomando conhecimento da delegação a Fermin de Arredondo y Lobaton da faculdade privativa de dar licenças às pessoas que pretendem abrir lojas, casas de comércio, armazens e bares. Documento publicado em ""Consulado"", Tomo II, p. 479.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1797,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre as regras de tráfico de embarcações entre Assunção e Buenos Aires. Documento publicado em ""Consulado"", Tomo II, p. 527.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1797,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules reiterando fidelidade de pensamento e atos. Documento publicado em ""Consulado"", Tomo II, p. 528.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1797,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules de Buenos Aires, sobre a navegação entre Assunção e Buenos Aires: regras para ampliar o comércio.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,Não consta,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Não consta,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Tribunal do Consulado sobre o plano de navegações: regras. Documento publicado em ""Consulado"", Tomo II, p. 529.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1798,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre os juízes árbitros de causas mercantis: procedimento.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1798,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior do Real Consulado, nomenado o Secretário de Estado e do Despacho da Real Fazenda.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1798,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Pueblo de Santa Rosa del Paraguay,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules reiterando apoio às medidas de navegação. Documento publicado em ""Consulado"", Tomo III, p. 143.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1798,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre navegação. Documento publicado em ""Consulado"", tomo III, p. 217.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1798,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Tribunal do Consulado, nomeando deputado de Comércio do Real Tribunal. Documento publicado em ""Consulado"", Tomo III, p. 170.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1798,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre a Deputação Cnsular de auxílio aos juízes subalternos e demais empregados desta província: comércio. Documento publicado em ""Consulado"", Tomo III, p. 530.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1798,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre expediente para remeter ao Tribunal. Documento publicado em ""Consulado"", Tomo III, p. 284.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1799,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre a liberdade comedida do comércio.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1799,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre a liberdade de comércio do porto de Cavello: comércio entre a Metrópole e a América Espanhola.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1799,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre o fomento e proteção do comércio da Província. Documento publicado em ""Consulado"", Tomo IV, p. 140.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1799,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre a situação de oficiais de milícia que se dedicam ao comércio. Documento publicado em ""Consulado"", Tomo IV, p. 221.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1799,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido aos membros da Junta do Governo sobre comércio. Documento ublicado em ""Consulado"", Tomo IV, p. 124.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1800,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Tribunal do Consulado, sobre a liberdade de comércio.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1800,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre a criação da Academia Náutica, para instrução da juventude.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1800,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Tribunal do Consulado, sobre o estado em que s eencontra o comércio na Província.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1801,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Real Tribunal do Consulado, sobre a posição dos Regidores e Cabildos.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1802,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Tribunal Consular sobre a Deputação Consular da Província e o Comércio.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1803,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Consulado de Buenos Aires, sobre a Junta de Comércio.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1804,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Consulado de Buenos Aires, sobre a contratação de peões para a tripulação das embarcações.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1804,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Consulado de Buenos Aires, sobre matrícula de comerciantes.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1805,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre as medidas adotadas pelo Comandante e Juiz Deputado do Comércio.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1805,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Salinas,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules referete a nomeçaão de Dom Manuel Irigoyen para Juiz Deputado do Comércio da Vila Real.,X,
